customer_id,region,segment,signup_date,contract_length_months,tenure_days,support_tickets_last_year,satisfaction_score,avg_order_value,orders_last_year,discount_pct,late_payments_last_year,churned
CUST-00759,Europe,Enterprise,2024-07-19,12,711,2,6.4,228.95,5,0.117,0,0
CUST-00760,APAC,SMB,2022-09-30,12,1369,4,7.4,444.84,5,0.079,1,0
CUST-00761,Europe,Mid-Market,2021-06-29,36,1827,2,5.1,147.42,8,0.01,0,1
CUST-00762,Europe,SMB,2023-10-29,1,975,3,9.1,256.37,6,0.049,1,1
CUST-00763,APAC,Mid-Market,2023-02-05,1,1241,3,6.1,78.59,8,0.029,0,0
CUST-00764,North America,SMB,2024-04-27,24,794,0,7.3,298.77,5,0.027,0,0
CUST-00765,North America,Enterprise,2025-02-15,12,500,2,8.2,262.31,4,0.099,2,0
CUST-00766,APAC,SMB,2023-05-15,24,1142,7,9.7,102.15,5,0.191,0,0
CUST-00767,APAC,SMB,2024-10-11,36,627,2,7.0,183.51,5,0.187,0,1
CUST-00768,APAC,SMB,2025-05-11,12,415,6,6.8,191.02,6,0.198,0,0
CUST-00769,North America,Enterprise,2024-07-23,36,707,2,7.9,388.62,12,0.094,0,0
CUST-00770,APAC,Mid-Market,2023-11-27,24,946,3,6.3,257.22,7,0.103,0,1
CUST-00771,North America,SMB,2022-10-03,12,1366,1,9.7,303.16,7,0.108,0,0
CUST-00772,APAC,Mid-Market,2022-10-19,12,1350,3,10.0,86.84,7,0.172,0,0
CUST-00773,North America,Mid-Market,2025-09-30,1,273,2,8.8,203.23,12,0.188,0,1
CUST-00774,North America,Mid-Market,2023-12-10,12,933,1,8.7,166.03,9,0.066,0,0
CUST-00775,Latin America,SMB,2022-12-19,24,1289,4,6.8,111.96,10,0.077,1,0
CUST-00776,Europe,SMB,2022-11-07,1,1331,1,8.4,284.97,10,0.145,0,0
CUST-00777,Latin America,SMB,2022-11-15,24,1323,3,4.6,149.62,7,0.057,0,0
CUST-00778,APAC,SMB,2023-04-04,24,1183,0,8.0,391.87,5,0.046,0,0
CUST-00779,Latin America,Enterprise,2023-10-25,12,979,4,8.4,193.37,9,0.099,0,0
CUST-00780,Europe,Enterprise,2023-06-05,1,1121,5,8.1,109.09,9,0.029,0,0
CUST-00781,APAC,Mid-Market,2022-02-22,12,1589,2,6.6,619.02,5,0.13,2,0
CUST-00782,North America,SMB,2024-06-01,36,759,2,9.6,77.75,9,0.045,0,1
CUST-00783,Europe,SMB,2023-06-02,1,1124,1,7.8,181.84,9,0.029,1,0
CUST-00784,Latin America,SMB,2023-04-26,1,1161,1,7.0,220.37,5,0.092,2,0
CUST-00785,APAC,Mid-Market,2025-06-30,12,365,2,10.0,84.95,4,0.164,0,0
CUST-00786,Latin America,SMB,2025-02-16,12,499,2,9.1,23.8,5,0.152,0,0
CUST-00787,APAC,Mid-Market,2023-06-21,24,1105,3,6.7,231.63,5,0.152,0,0
CUST-00788,APAC,SMB,2023-01-14,1,1263,5,8.2,82.51,1,0.119,0,0
CUST-00789,APAC,SMB,2025-12-08,12,204,3,10.0,134.79,6,0.016,0,0
CUST-00790,North America,Mid-Market,2024-01-13,36,899,5,10.0,185.93,3,0.077,0,0
CUST-00791,APAC,Mid-Market,2021-04-09,12,1908,3,7.1,123.4,6,0.046,1,0
CUST-00792,Latin America,Mid-Market,2025-10-21,1,252,1,7.3,157.06,6,0.17,0,1
CUST-00793,North America,SMB,2022-11-23,1,1315,4,7.4,83.47,7,0.112,0,0
CUST-00794,Europe,SMB,2024-12-18,1,559,0,7.5,176.26,4,0.132,0,1
CUST-00795,Europe,Enterprise,2022-03-19,12,1564,4,7.4,292.4,5,0.147,0,0
CUST-00796,North America,SMB,2023-06-27,12,1099,6,8.5,159.04,7,0.001,0,1
CUST-00797,Europe,SMB,2024-08-09,12,690,1,8.4,193.18,5,0.192,0,0
CUST-00798,Latin America,Mid-Market,2022-10-30,1,1339,1,5.3,68.15,8,0.172,0,1
CUST-00799,North America,SMB,2021-02-24,1,1952,2,7.6,60.86,7,0.095,0,0
CUST-00800,APAC,SMB,2023-03-04,12,1214,3,6.2,152.6,5,0.087,0,0
CUST-00801,Latin America,Mid-Market,2024-11-20,12,587,3,6.1,89.6,2,0.181,0,0
CUST-00802,Europe,Enterprise,2023-01-10,1,1267,5,8.4,134.3,2,0.043,1,0
CUST-00803,APAC,Mid-Market,2024-01-28,1,884,3,7.4,137.96,4,0.049,1,1
CUST-00804,North America,Mid-Market,2023-03-24,24,1194,1,10.0,189.55,4,0.084,1,0
CUST-00805,APAC,SMB,2021-06-02,24,1854,3,10.0,185.2,8,0.138,1,1
CUST-00806,North America,SMB,2022-08-08,1,1422,3,7.5,89.82,8,0.18,2,1
CUST-00807,North America,Mid-Market,2023-12-26,12,917,0,9.8,46.36,3,0.082,0,0
CUST-00808,Europe,Mid-Market,2021-07-08,36,1818,1,8.7,104.61,5,0.19,0,0
CUST-00809,APAC,Mid-Market,2023-11-30,36,943,3,5.2,181.96,2,0.143,0,0
CUST-00810,Europe,SMB,2025-03-17,12,470,2,9.3,276.8,6,0.129,0,0
CUST-00811,Europe,SMB,2025-11-05,1,237,5,7.7,154.78,8,0.139,0,1
CUST-00812,Latin America,Mid-Market,2022-04-22,1,1530,5,6.2,195.68,7,0.064,0,0
CUST-00813,Europe,Mid-Market,2024-02-11,12,870,2,10.0,195.03,4,0.081,0,0
CUST-00814,North America,Enterprise,2024-04-17,1,804,2,6.2,58.24,5,0.159,0,0
CUST-00815,APAC,SMB,2022-09-03,24,1396,1,9.2,137.66,8,0.15,1,0
CUST-00816,Europe,Enterprise,2021-06-18,12,1838,2,4.6,137.9,6,0.057,0,0
CUST-00817,Latin America,Mid-Market,2025-11-26,1,216,3,7.4,58.54,7,0.039,0,0
CUST-00818,North America,SMB,2021-12-19,1,1654,1,7.1,322.92,3,0.063,0,0
CUST-00819,APAC,SMB,2022-08-18,12,1412,7,8.8,531.31,6,0.082,0,0
CUST-00820,APAC,Mid-Market,2024-07-25,1,705,5,3.3,60.69,8,0.193,1,1
CUST-00821,Latin America,SMB,2021-03-27,12,1921,2,8.6,90.87,8,0.074,0,0
CUST-00822,Latin America,SMB,2021-05-07,36,1880,1,5.6,181.09,7,0.047,0,0
CUST-00823,Latin America,SMB,2025-06-10,24,385,2,5.4,94.11,6,0.158,0,0
CUST-00824,APAC,Enterprise,2022-08-05,12,1425,1,6.3,257.4,7,0.062,1,0
CUST-00825,Latin America,Enterprise,2025-06-20,1,375,0,7.8,206.31,12,0.158,1,1
CUST-00826,Europe,SMB,2023-10-08,24,996,1,9.5,145.05,5,0.045,1,0
CUST-00827,Latin America,Mid-Market,2023-01-27,1,1250,2,6.5,62.01,10,0.189,0,0
CUST-00828,APAC,SMB,2024-05-10,12,781,5,9.2,58.96,7,0.154,0,1
CUST-00829,North America,SMB,2022-07-18,12,1443,1,7.3,104.44,8,0.127,1,0
CUST-00830,Latin America,Mid-Market,2022-08-16,1,1414,0,10.0,146.79,8,0.076,0,0
CUST-00831,APAC,SMB,2024-11-12,36,595,4,8.1,66.79,4,0.105,0,0
CUST-00832,Latin America,SMB,2023-08-26,12,1039,2,6.3,194.75,4,0.008,1,1
CUST-00833,North America,Mid-Market,2024-04-28,12,793,4,5.3,133.37,5,0.089,0,0
CUST-00834,North America,Mid-Market,2021-09-26,12,1738,4,5.9,95.36,5,0.101,1,1
CUST-00835,Latin America,Mid-Market,2025-07-04,1,361,2,7.3,94.02,6,0.019,2,1
CUST-00836,APAC,Mid-Market,2021-10-31,12,1703,5,7.2,230.01,5,0.114,0,0
CUST-00837,Latin America,Mid-Market,2024-01-29,36,883,5,9.6,138.39,3,0.071,1,0
CUST-00838,APAC,SMB,2025-04-17,36,439,4,5.9,143.26,7,0.174,2,0
CUST-00839,APAC,SMB,2023-01-17,12,1260,2,7.0,75.74,4,0.155,0,1
CUST-00840,APAC,SMB,2021-12-26,12,1647,2,9.9,106.61,10,0.148,1,0
CUST-00841,Latin America,Mid-Market,2025-03-02,12,485,6,8.0,99.72,7,0.171,0,1
CUST-00842,Europe,SMB,2021-11-27,1,1676,3,7.2,165.56,6,0.088,0,0
CUST-00843,APAC,Mid-Market,2025-12-29,12,183,2,7.6,264.12,6,0.148,0,0
CUST-00844,Europe,SMB,2021-04-12,1,1905,0,6.9,413.85,10,0.05,0,0
CUST-00845,APAC,SMB,2024-10-20,12,618,2,8.0,178.26,9,0.092,1,1
CUST-00846,Latin America,SMB,2022-08-13,12,1417,3,9.8,149.7,8,0.144,0,0
CUST-00847,APAC,Mid-Market,2021-09-22,1,1742,5,8.5,147.67,9,0.01,1,0
CUST-00848,North America,SMB,2023-12-22,12,921,2,7.1,208.05,3,0.097,0,0
CUST-00849,Latin America,Mid-Market,2022-04-06,1,1546,1,8.8,246.12,9,0.145,1,0
CUST-00850,APAC,Mid-Market,2021-08-22,1,1773,0,9.9,121.96,8,0.074,1,0
CUST-00851,APAC,SMB,2022-12-27,24,1281,3,6.9,73.58,5,0.137,1,0
CUST-00852,APAC,SMB,2025-11-02,24,240,1,7.9,145.48,2,0.065,1,0
CUST-00853,Latin America,Mid-Market,2022-10-18,12,1351,4,6.7,91.41,6,0.047,0,0
CUST-00854,Europe,Mid-Market,2023-04-07,1,1180,1,4.9,353.21,6,0.141,0,1
CUST-00855,North America,Mid-Market,2025-01-05,1,541,4,5.5,94.26,11,0.118,0,1
CUST-00856,Latin America,Mid-Market,2022-12-29,1,1279,4,3.5,298.18,5,0.113,0,1
CUST-00857,North America,Mid-Market,2025-08-20,1,314,3,7.0,167.8,7,0.128,0,0
CUST-00858,Europe,SMB,2021-09-18,12,1746,3,7.1,220.66,3,0.024,0,0
CUST-00859,Europe,Mid-Market,2021-02-05,12,1971,2,7.7,229.84,7,0.056,3,0
CUST-00860,North America,Mid-Market,2021-01-15,1,1992,2,7.7,84.75,5,0.105,0,0
CUST-00861,North America,Mid-Market,2021-04-04,24,1913,1,6.3,401.85,4,0.082,0,0
CUST-00862,Europe,SMB,2022-04-07,1,1545,2,9.8,104.15,8,0.07,0,0
CUST-00863,APAC,Mid-Market,2025-07-22,1,343,3,3.3,172.8,5,0.173,0,1
CUST-00864,Latin America,SMB,2023-07-20,1,1076,3,8.4,102.35,6,0.139,1,0
CUST-00865,Europe,Mid-Market,2025-09-16,12,287,1,6.8,210.56,8,0.025,0,0
CUST-00866,APAC,Mid-Market,2025-12-26,1,186,3,5.7,255.66,5,0.039,0,1
CUST-00867,APAC,SMB,2023-11-13,12,960,2,9.6,120.12,3,0.162,0,0
CUST-00868,Latin America,Mid-Market,2023-01-30,24,1247,2,6.0,382.8,9,0.14,0,0
CUST-00869,APAC,Mid-Market,2023-09-21,12,1013,1,7.6,166.27,10,0.073,1,0
CUST-00870,Latin America,SMB,2021-09-24,12,1740,2,9.5,246.53,3,0.168,1,0
CUST-00871,Europe,SMB,2022-05-16,12,1506,3,8.0,242.59,11,0.046,0,0
CUST-00872,Latin America,Mid-Market,2024-07-08,12,722,2,8.0,248.08,8,0.128,1,0
CUST-00873,North America,Enterprise,2024-01-27,24,885,6,7.9,205.94,5,0.174,0,0
CUST-00874,North America,SMB,2025-09-14,12,289,2,8.0,378.2,9,0.107,0,0
CUST-00875,Latin America,Mid-Market,2025-07-15,24,350,4,8.0,220.76,6,0.061,1,0
CUST-00876,North America,SMB,2025-02-07,24,508,2,9.0,187.7,7,0.044,1,0
CUST-00877,Europe,SMB,2023-12-07,1,936,4,9.1,155.28,5,0.015,0,0
CUST-00878,North America,SMB,2024-10-06,24,632,4,8.8,130.71,3,0.042,1,0
CUST-00879,Europe,SMB,2023-05-25,1,1132,3,8.6,132.21,7,0.111,0,0
CUST-00880,APAC,SMB,2025-07-05,12,360,3,9.5,275.5,5,0.145,1,0
CUST-00881,APAC,SMB,2025-01-02,12,544,3,8.4,144.68,2,0.003,0,0
CUST-00882,APAC,Mid-Market,2024-09-19,1,649,3,9.4,103.58,6,0.053,0,0
CUST-00883,Latin America,SMB,2025-12-14,1,198,2,10.0,112.19,10,0.052,0,0
CUST-00884,APAC,SMB,2022-05-17,12,1505,2,9.3,153.72,7,0.081,1,0
CUST-00885,Latin America,SMB,2023-05-23,12,1134,1,4.9,165.31,3,0.037,0,1
CUST-00886,North America,SMB,2023-10-02,1,1002,4,9.9,118.42,7,0.132,0,0
CUST-00887,APAC,SMB,2024-05-05,24,786,2,5.7,142.26,5,0.147,1,0
CUST-00888,APAC,SMB,2021-09-12,1,1752,1,5.4,105.81,9,0.111,0,0
CUST-00889,Latin America,Enterprise,2025-05-16,12,410,3,7.4,82.5,4,0.005,0,1
CUST-00890,North America,Enterprise,2021-03-24,12,1924,3,7.0,63.79,6,0.024,0,0
CUST-00891,Latin America,Enterprise,2023-03-14,24,1204,1,8.6,135.66,5,0.088,0,0
CUST-00892,APAC,Mid-Market,2025-02-08,1,507,1,7.6,145.75,5,0.178,0,1
CUST-00893,North America,Enterprise,2021-10-05,1,1729,4,8.7,206.67,4,0.199,0,0
CUST-00894,APAC,Mid-Market,2025-08-03,24,331,1,7.0,82.63,5,0.078,0,0
CUST-00895,Europe,SMB,2025-11-26,24,216,2,7.3,89.6,3,0.127,0,0
CUST-00896,APAC,SMB,2022-05-23,12,1499,0,5.9,114.05,3,0.063,1,0
CUST-00897,Europe,Mid-Market,2025-08-10,1,324,1,7.6,58.67,7,0.099,0,1
CUST-00898,APAC,Mid-Market,2025-09-30,36,273,4,8.6,216.59,6,0.164,0,0
CUST-00899,Europe,SMB,2023-04-01,12,1186,1,7.4,310.63,4,0.081,1,0
CUST-00900,APAC,Mid-Market,2025-04-02,1,454,4,7.0,186.53,4,0.155,0,1
CUST-00901,APAC,SMB,2025-08-30,12,304,2,7.1,202.12,10,0.18,0,0
CUST-00902,North America,SMB,2023-06-18,24,1108,2,4.8,542.2,6,0.042,0,0
CUST-00903,Latin America,Enterprise,2024-09-14,1,654,4,5.9,265.73,13,0.06,1,1
CUST-00904,North America,SMB,2021-06-19,24,1837,4,6.1,195.88,3,0.144,0,0
CUST-00905,APAC,SMB,2022-06-26,1,1465,2,4.4,258.54,5,0.114,1,1
CUST-00906,Latin America,Mid-Market,2022-03-16,1,1567,1,7.3,121.01,10,0.125,0,0
CUST-00907,Latin America,Mid-Market,2021-03-02,24,1946,3,7.9,54.32,8,0.115,0,0
CUST-00908,North America,Enterprise,2025-01-19,1,527,2,4.3,326.79,3,0.128,0,1
CUST-00909,North America,Mid-Market,2025-02-06,1,509,4,7.7,125.91,6,0.116,0,1
CUST-00910,Europe,SMB,2023-10-27,12,977,2,7.9,140.22,9,0.15,0,0
CUST-00911,Europe,Enterprise,2023-03-05,24,1213,6,9.9,98.55,1,0.169,2,1
CUST-00912,Latin America,SMB,2021-09-27,24,1737,2,8.3,236.24,7,0.014,0,0
CUST-00913,North America,Enterprise,2022-02-01,12,1610,1,9.6,258.23,3,0.121,0,0
CUST-00914,APAC,Mid-Market,2024-07-06,36,724,3,8.7,134.71,12,0.047,0,0
CUST-00915,Europe,Mid-Market,2021-07-10,1,1816,1,10.0,84.6,5,0.008,0,0
CUST-00916,Europe,Mid-Market,2024-04-06,12,815,3,6.5,31.72,6,0.182,0,0
CUST-00917,North America,SMB,2022-06-19,1,1472,2,6.4,443.83,7,0.122,2,0
CUST-00918,North America,SMB,2023-12-09,24,934,5,4.4,191.45,6,0.048,0,0
CUST-00919,Europe,SMB,2023-01-24,12,1253,1,9.6,225.86,6,0.137,1,0
CUST-00920,North America,SMB,2021-11-30,1,1673,0,6.6,390.36,6,0.014,0,0
CUST-00921,Latin America,Mid-Market,2022-03-06,24,1577,5,7.5,333.79,7,0.176,0,0
CUST-00922,North America,SMB,2022-01-01,12,1641,2,8.8,101.64,9,0.109,1,0
CUST-00923,North America,SMB,2021-07-23,1,1803,2,8.0,216.11,10,0.054,3,1
CUST-00924,North America,Mid-Market,2022-12-17,24,1291,3,10.0,57.9,2,0.028,0,0
CUST-00925,Latin America,Enterprise,2023-12-27,1,916,0,9.4,137.06,8,0.161,1,0
CUST-00926,Europe,SMB,2023-01-11,12,1266,0,8.5,152.9,6,0.192,1,0
CUST-00927,North America,Enterprise,2021-12-22,1,1651,4,5.3,201.32,8,0.053,0,1
CUST-00928,Latin America,SMB,2023-08-07,12,1058,3,7.8,331.18,7,0.059,0,0
CUST-00929,Europe,Mid-Market,2024-08-29,24,670,0,9.3,319.78,6,0.08,1,0
CUST-00930,Latin America,Mid-Market,2022-01-26,24,1616,2,6.6,183.75,7,0.077,2,0
CUST-00931,APAC,Enterprise,2023-10-01,1,1003,4,6.9,176.18,4,0.143,1,0
CUST-00932,Latin America,SMB,2025-10-25,24,248,7,5.9,157.05,9,0.114,0,0
CUST-00933,North America,SMB,2025-08-17,1,317,0,7.3,69.87,5,0.176,0,1
CUST-00934,Latin America,Mid-Market,2024-04-04,36,817,3,3.9,231.99,8,0.161,0,1
CUST-00935,North America,SMB,2024-12-27,24,550,0,7.2,134.98,6,0.046,0,0
CUST-00936,Europe,Mid-Market,2024-03-23,36,829,3,8.8,122.41,5,0.038,1,0
CUST-00937,Latin America,Mid-Market,2022-07-18,36,1443,3,6.0,80.85,9,0.169,3,1
CUST-00938,APAC,SMB,2022-07-23,1,1438,0,6.9,133.92,6,0.159,0,0
CUST-00939,APAC,SMB,2025-09-13,1,290,1,8.6,192.96,7,0.167,1,1
CUST-00940,Latin America,Mid-Market,2024-05-20,12,771,4,9.2,117.8,4,0.119,0,1
CUST-00941,Europe,Mid-Market,2022-08-04,12,1426,5,8.0,275.3,3,0.004,0,0
CUST-00942,APAC,Mid-Market,2023-03-07,24,1211,4,6.7,106.77,8,0.059,0,0
CUST-00943,North America,SMB,2021-06-12,24,1844,6,6.9,84.19,8,0.04,0,0
CUST-00944,North America,SMB,2025-07-02,12,363,1,8.7,145.75,9,0.127,0,0
CUST-00945,Europe,SMB,2025-01-11,24,535,2,7.0,153.33,4,0.066,0,0
CUST-00946,Europe,Mid-Market,2025-05-31,12,395,3,9.4,201.11,3,0.101,0,0
CUST-00947,Europe,SMB,2024-03-15,12,837,2,5.9,222.59,6,0.071,0,1
CUST-00948,Europe,Enterprise,2021-08-30,1,1765,4,9.6,236.84,3,0.197,1,0
CUST-00949,North America,SMB,2024-07-09,1,721,2,7.9,255.45,5,0.149,1,1
CUST-00950,Latin America,Mid-Market,2021-06-07,24,1849,1,7.0,148.15,6,0.166,0,0
CUST-00951,North America,SMB,2024-12-05,1,572,2,8.2,281.73,7,0.142,2,1
CUST-00952,APAC,SMB,2022-11-03,12,1335,3,7.0,231.01,2,0.086,0,0
CUST-00953,North America,SMB,2023-04-17,1,1170,0,5.7,96.11,7,0.099,0,1
CUST-00954,Europe,SMB,2024-09-15,12,653,6,9.1,177.75,5,0.121,0,1
CUST-00955,Latin America,SMB,2025-09-16,12,287,2,5.1,43.15,4,0.002,1,1
CUST-00956,APAC,SMB,2022-08-09,12,1421,4,8.9,135.12,4,0.152,0,0
CUST-00957,North America,Mid-Market,2023-03-03,1,1215,3,3.3,89.84,6,0.087,0,1
CUST-00958,APAC,SMB,2024-12-29,24,548,1,7.8,78.17,5,0.093,2,1
CUST-00959,North America,SMB,2021-06-03,1,1853,3,7.1,208.05,8,0.14,1,0
CUST-00960,APAC,Mid-Market,2025-11-27,1,215,2,8.1,98.32,9,0.012,0,0
CUST-00961,North America,SMB,2022-10-12,12,1357,4,7.7,297.92,9,0.073,0,0
CUST-00962,North America,SMB,2025-08-12,1,322,5,8.7,235.15,11,0.007,0,0
CUST-00963,North America,SMB,2021-04-28,12,1889,3,8.0,232.73,3,0.192,0,0
CUST-00964,Latin America,SMB,2025-06-02,12,393,1,9.3,105.32,8,0.082,0,0
CUST-00965,Latin America,SMB,2021-02-12,24,1964,1,7.0,118.42,3,0.04,0,0
CUST-00966,Europe,SMB,2024-11-06,1,601,1,6.2,126.61,8,0.03,1,1
CUST-00967,APAC,SMB,2021-02-05,12,1971,5,6.7,181.08,7,0.139,1,0
CUST-00968,APAC,SMB,2021-09-10,1,1754,2,9.3,283.0,5,0.185,0,1
CUST-00969,Europe,Enterprise,2025-12-24,1,188,1,8.3,128.67,7,0.113,0,0
CUST-00970,North America,Enterprise,2021-12-17,1,1656,5,7.8,70.36,6,0.081,0,0
CUST-00971,APAC,Mid-Market,2024-10-22,12,616,4,5.9,77.92,2,0.079,0,1
CUST-00972,Latin America,SMB,2022-07-21,1,1440,5,7.8,81.85,7,0.139,0,0
CUST-00973,North America,SMB,2024-03-17,12,835,3,7.3,151.97,10,0.036,0,0
CUST-00974,Latin America,SMB,2024-09-29,12,639,2,7.1,316.74,6,0.145,0,0
CUST-00975,Europe,SMB,2021-07-12,1,1814,2,5.5,108.09,8,0.183,0,0
CUST-00976,Europe,SMB,2024-10-13,12,625,1,7.4,117.32,2,0.085,2,0
CUST-00977,North America,Enterprise,2023-07-16,12,1080,3,5.3,366.8,3,0.003,1,0
CUST-00978,North America,Mid-Market,2021-12-11,12,1662,1,9.3,384.43,3,0.101,0,0
CUST-00979,APAC,SMB,2021-03-19,36,1929,5,5.8,112.2,4,0.119,0,0
CUST-00980,North America,SMB,2021-09-10,1,1754,1,10.0,195.15,4,0.131,0,0
CUST-00981,Latin America,Enterprise,2025-06-17,36,378,3,7.3,110.74,5,0.193,0,0
CUST-00982,APAC,Mid-Market,2023-04-06,12,1181,1,10.0,104.2,7,0.093,0,0
CUST-00983,APAC,SMB,2021-04-09,12,1908,3,7.0,85.5,7,0.178,2,0
CUST-00984,Latin America,SMB,2023-07-11,1,1085,2,5.4,200.64,4,0.036,0,1
CUST-00985,Latin America,Mid-Market,2025-11-10,24,232,1,7.5,81.95,6,0.184,0,0
CUST-00986,Latin America,Mid-Market,2024-09-08,1,660,3,5.5,53.9,8,0.123,0,1
CUST-00987,Europe,Mid-Market,2023-02-16,1,1230,6,9.2,191.54,5,0.186,1,1
CUST-00988,APAC,SMB,2022-05-20,24,1502,3,6.8,205.57,7,0.04,1,0
CUST-00989,Europe,Mid-Market,2023-11-22,1,951,4,4.6,223.63,5,0.041,0,1
CUST-00990,Latin America,SMB,2021-03-16,24,1932,3,9.5,271.8,6,0.039,0,0
CUST-00991,Latin America,Mid-Market,2023-04-22,12,1165,0,6.5,229.16,7,0.184,0,0
CUST-00992,Latin America,Enterprise,2023-07-08,12,1088,1,5.7,42.23,4,0.167,0,0
CUST-00993,APAC,Mid-Market,2022-08-17,24,1413,2,9.3,166.8,1,0.195,0,0
CUST-00994,North America,SMB,2023-08-15,1,1050,3,5.2,122.23,4,0.024,0,0
CUST-00995,Europe,SMB,2021-10-30,24,1704,2,8.6,104.73,6,0.146,1,0
CUST-00996,Europe,SMB,2021-09-04,1,1760,2,6.1,55.64,3,0.058,0,1
CUST-00997,APAC,Mid-Market,2024-08-19,1,680,5,9.3,166.53,4,0.148,0,0
CUST-00998,North America,SMB,2025-05-30,1,396,2,9.1,89.24,9,0.032,0,1
CUST-00999,Europe,Enterprise,2021-08-30,24,1765,2,6.6,95.4,3,0.105,1,0
CUST-01000,North America,SMB,2023-07-25,1,1071,1,8.9,166.55,4,0.028,1,0
CUST-01001,Europe,SMB,2022-06-19,24,1472,0,6.8,247.24,9,0.124,0,0
CUST-01002,APAC,SMB,2024-10-04,1,634,5,8.1,285.1,9,0.123,0,1
CUST-01003,North America,SMB,2025-06-17,12,378,1,5.5,284.82,5,0.172,0,1
CUST-01004,North America,Enterprise,2024-10-15,12,623,3,8.4,131.82,6,0.044,0,0
CUST-01005,Latin America,SMB,2025-10-31,24,242,5,4.6,223.78,8,0.062,1,1
CUST-01006,Europe,Enterprise,2024-01-04,24,908,3,8.5,163.82,8,0.111,1,0
CUST-01007,North America,Enterprise,2022-03-12,12,1571,3,6.7,204.11,3,0.186,0,0
CUST-01008,Europe,SMB,2021-11-14,1,1689,1,8.3,259.9,5,0.113,0,0
CUST-01009,North America,SMB,2022-09-11,12,1388,4,5.4,257.36,5,0.185,0,1
CUST-01010,Europe,Mid-Market,2021-02-01,24,1975,3,5.8,127.21,6,0.163,0,0
CUST-01011,Latin America,Mid-Market,2024-10-25,36,613,4,6.8,284.46,5,0.153,0,0
CUST-01012,North America,Mid-Market,2024-11-04,1,603,2,10.0,114.5,6,0.011,0,1
CUST-01013,APAC,SMB,2023-03-16,1,1202,1,8.6,53.17,4,0.146,0,0
CUST-01014,North America,Mid-Market,2023-09-17,12,1017,3,8.0,461.55,6,0.127,0,0
CUST-01015,Latin America,SMB,2023-06-14,1,1112,0,8.0,198.4,6,0.125,1,0
CUST-01016,North America,Mid-Market,2025-10-06,24,267,3,8.0,167.69,7,0.121,0,0
CUST-01017,Latin America,Mid-Market,2022-10-05,36,1364,3,7.4,89.05,6,0.019,1,0
CUST-01018,Latin America,Mid-Market,2022-12-09,24,1299,1,9.6,132.73,3,0.165,0,0
CUST-01019,Latin America,Mid-Market,2023-06-01,24,1125,2,6.7,91.65,7,0.025,1,0
CUST-01020,Latin America,Mid-Market,2025-07-04,1,361,0,5.8,70.19,4,0.154,0,1
CUST-01021,Latin America,Mid-Market,2024-09-08,24,660,4,6.5,253.73,6,0.07,0,0
CUST-01022,North America,Mid-Market,2021-05-23,24,1864,2,6.9,107.58,5,0.2,0,0
CUST-01023,Europe,SMB,2024-09-26,1,642,3,8.3,152.92,6,0.04,0,0
CUST-01024,North America,SMB,2021-01-10,24,1997,3,6.4,230.31,11,0.085,1,0
CUST-01025,APAC,SMB,2022-02-14,12,1597,1,7.4,136.29,10,0.047,0,0
CUST-01026,North America,Mid-Market,2022-08-23,1,1407,2,8.1,260.16,9,0.089,0,0
CUST-01027,APAC,SMB,2022-12-10,24,1298,3,7.4,231.01,11,0.186,0,0
CUST-01028,North America,Mid-Market,2024-04-26,24,795,2,6.1,56.26,5,0.054,0,0
CUST-01029,North America,Mid-Market,2022-04-15,1,1537,4,5.9,163.61,3,0.146,0,0
CUST-01030,North America,SMB,2022-03-03,36,1580,5,8.6,122.27,2,0.07,0,0
CUST-01031,Latin America,SMB,2025-07-23,12,342,3,9.3,92.0,11,0.132,0,0
CUST-01032,Latin America,Mid-Market,2021-10-15,12,1719,0,7.6,125.71,6,0.037,0,0
CUST-01033,Latin America,SMB,2023-02-10,1,1236,2,8.2,61.78,8,0.107,0,0
CUST-01034,Europe,SMB,2025-05-06,1,420,1,8.0,140.51,6,0.144,0,1
CUST-01035,Latin America,Mid-Market,2023-01-01,1,1276,5,6.3,74.85,5,0.169,0,0
CUST-01036,Latin America,SMB,2021-04-24,12,1893,1,7.2,104.51,8,0.01,0,0
CUST-01037,Latin America,Enterprise,2022-12-04,1,1304,2,8.9,254.66,3,0.154,1,0
CUST-01038,Latin America,Enterprise,2022-05-25,12,1497,1,6.4,296.96,3,0.031,0,1
CUST-01039,Latin America,SMB,2025-02-08,12,507,3,7.8,117.64,10,0.0,2,0
CUST-01040,Latin America,Mid-Market,2022-01-11,1,1631,1,9.3,214.48,4,0.05,1,0
CUST-01041,North America,SMB,2021-04-10,1,1907,2,8.6,106.8,8,0.166,0,0
CUST-01042,North America,Enterprise,2022-06-24,12,1467,4,10.0,243.72,6,0.161,0,0
CUST-01043,North America,Enterprise,2021-12-30,24,1643,2,10.0,237.93,6,0.018,0,0
CUST-01044,North America,SMB,2021-06-08,1,1848,0,7.1,423.02,6,0.001,0,0
CUST-01045,North America,SMB,2023-04-18,24,1169,1,5.3,333.31,3,0.113,0,0
CUST-01046,North America,SMB,2024-08-20,12,679,0,4.6,117.37,4,0.075,1,0
CUST-01047,Europe,Mid-Market,2022-11-19,12,1319,3,9.0,321.72,6,0.193,0,0
CUST-01048,APAC,SMB,2024-12-24,24,553,0,3.1,119.27,7,0.012,0,0
