date,region,avg_temp_c,precipitation_mm
2023-07-03,APAC,23.6,2.3
2023-07-03,Latin America,14.0,1.6
2023-07-04,North America,18.1,0.0
2023-07-04,Europe,15.4,2.9
2023-07-04,APAC,23.1,0.0
2023-07-04,Latin America,24.3,9.2
2023-07-05,North America,12.4,1.0
2023-07-05,Europe,9.5,12.2
2023-07-05,APAC,22.5,7.2
2023-07-05,Latin America,27.0,6.8
2023-07-06,North America,9.6,0.7
2023-07-06,Europe,13.1,0.0
2023-07-06,APAC,24.6,2.0
2023-07-06,Latin America,20.6,5.1
2023-07-07,North America,10.3,2.0
2023-07-07,Europe,7.2,4.1
2023-07-07,APAC,25.8,1.5
2023-07-07,Latin America,22.1,0.0
2023-07-08,North America,16.7,2.3
2023-07-08,Europe,10.6,0.0
2023-07-08,APAC,22.0,0.0
2023-07-08,Latin America,20.3,14.2
2023-07-09,North America,10.9,0.0
2023-07-09,Europe,14.3,0.0
2023-07-09,APAC,24.7,0.0
2023-07-09,Latin America,21.2,2.5
2023-07-10,North America,9.9,6.4
2023-07-10,Europe,10.5,1.1
2023-07-10,APAC,23.1,0.0
2023-07-10,Latin America,22.4,0.9
2023-07-11,North America,16.9,9.5
2023-07-11,Europe,6.3,0.0
2023-07-11,APAC,30.2,6.3
2023-07-11,Latin America,22.6,1.4
2023-07-12,North America,12.0,18.4
2023-07-12,Europe,14.5,0.2
2023-07-12,APAC,23.4,0.0
2023-07-12,Latin America,20.4,6.9
2023-07-13,North America,14.9,0.0
2023-07-13,Europe,10.9,0.2
2023-07-13,APAC,24.8,1.2
2023-07-13,Latin America,21.4,1.2
2023-07-14,North America,19.1,1.0
2023-07-14,Europe,10.6,7.8
2023-07-14,APAC,26.9,2.3
2023-07-14,Latin America,25.6,2.3
2023-07-15,North America,13.4,1.0
2023-07-15,Europe,12.8,0.0
2023-07-15,APAC,24.0,4.1
2023-07-15,Latin America,20.7,4.0
2023-07-16,North America,15.1,1.9
2023-07-16,Europe,11.3,3.2
2023-07-16,APAC,17.3,14.7
2023-07-16,Latin America,20.4,4.9
2023-07-17,North America,11.3,4.1
2023-07-17,Europe,7.5,6.6
2023-07-17,APAC,28.9,4.9
2023-07-17,Latin America,20.0,5.4
2023-07-18,North America,11.3,10.0
2023-07-18,Europe,6.0,2.8
2023-07-18,APAC,23.6,0.8
2023-07-18,Latin America,22.9,0.0
2023-07-19,North America,9.7,3.5
2023-07-19,Europe,8.5,0.9
2023-07-19,APAC,22.1,0.0
2023-07-19,Latin America,19.3,1.5
2023-07-20,North America,6.5,0.0
2023-07-20,Europe,7.2,4.2
2023-07-20,APAC,27.0,5.7
2023-07-20,Latin America,22.9,0.1
2023-07-21,North America,7.7,1.6
2023-07-21,Europe,8.2,0.9
2023-07-21,APAC,21.6,1.4
2023-07-21,Latin America,19.1,3.1
2023-07-22,North America,11.4,5.0
2023-07-22,Europe,13.5,3.1
2023-07-22,APAC,21.6,3.5
2023-07-22,Latin America,14.0,2.0
2023-07-23,North America,14.6,0.0
2023-07-23,Europe,7.2,2.1
2023-07-23,APAC,25.4,4.5
2023-07-23,Latin America,23.9,0.6
2023-07-24,North America,9.3,1.5
2023-07-24,Europe,11.4,6.7
2023-07-24,APAC,22.3,5.3
2023-07-24,Latin America,15.1,4.7
2023-07-25,North America,12.4,2.9
2023-07-25,Europe,8.4,0.0
2023-07-25,APAC,26.5,2.6
2023-07-25,Latin America,11.9,0.0
2023-07-26,North America,7.8,4.2
2023-07-26,Europe,8.1,0.0
2023-07-26,APAC,22.7,1.5
2023-07-26,Latin America,19.4,0.0
2023-07-27,North America,13.4,0.0
2023-07-27,Europe,12.2,6.7
2023-07-27,APAC,22.4,5.3
2023-07-27,Latin America,20.0,4.2
2023-07-28,North America,14.4,6.8
2023-07-28,Europe,7.3,0.0
2023-07-28,APAC,21.5,0.1
2023-07-28,Latin America,17.7,2.1
2023-07-29,North America,7.7,2.5
2023-07-29,Europe,8.8,6.7
2023-07-29,APAC,16.2,5.6
2023-07-29,Latin America,19.1,1.4
2023-07-30,North America,11.0,0.4
2023-07-30,Europe,9.5,0.0
2023-07-30,APAC,24.0,0.0
2023-07-30,Latin America,18.5,30.0
2023-07-31,North America,12.7,7.1
2023-07-31,Europe,3.5,10.4
2023-07-31,APAC,21.4,1.0
2023-07-31,Latin America,19.4,0.0
2023-08-01,North America,9.6,5.4
2023-08-01,Europe,5.9,0.5
2023-08-01,APAC,23.8,0.5
2023-08-01,Latin America,23.4,2.0
2023-08-02,North America,12.6,0.0
2023-08-02,Europe,4.7,1.8
2023-08-02,APAC,20.5,9.2
2023-08-02,Latin America,18.9,0.0
2023-08-03,North America,14.2,1.6
2023-08-03,Europe,5.8,0.0
2023-08-03,APAC,19.3,7.8
2023-08-03,Latin America,20.4,0.0
2023-08-04,North America,5.1,2.6
2023-08-04,Europe,6.4,2.3
2023-08-04,APAC,19.7,0.3
2023-08-04,Latin America,20.3,0.0
2023-08-05,North America,10.0,3.2
2023-08-05,Europe,3.2,0.9
2023-08-05,APAC,26.1,1.7
2023-08-05,Latin America,15.6,8.4
2023-08-06,North America,10.8,8.3
2023-08-06,Europe,6.9,1.8
2023-08-06,APAC,25.1,6.7
2023-08-06,Latin America,19.0,7.5
2023-08-07,North America,6.0,0.0
2023-08-07,Europe,3.9,2.5
2023-08-07,APAC,16.0,0.7
2023-08-07,Latin America,18.3,0.0
2023-08-08,North America,8.8,5.2
2023-08-08,Europe,7.3,3.9
2023-08-08,APAC,19.5,1.3
2023-08-08,Latin America,20.3,4.1
2023-08-09,North America,9.5,0.0
2023-08-09,Europe,9.6,0.3
2023-08-09,APAC,24.1,4.2
2023-08-09,Latin America,21.8,0.0
2023-08-10,North America,10.6,3.1
2023-08-10,Europe,7.4,2.9
2023-08-10,APAC,20.9,1.4
2023-08-10,Latin America,17.2,0.2
2023-08-11,North America,8.8,4.0
2023-08-11,Europe,8.6,0.0
2023-08-11,APAC,13.6,0.0
2023-08-11,Latin America,22.6,0.0
2023-08-12,North America,8.2,7.0
2023-08-12,Europe,8.2,1.6
2023-08-12,APAC,19.1,1.3
2023-08-12,Latin America,25.6,2.4
2023-08-13,North America,10.9,3.9
2023-08-13,Europe,8.1,2.9
2023-08-13,APAC,13.6,0.0
2023-08-13,Latin America,16.9,1.8
2023-08-14,North America,7.8,3.6
2023-08-14,Europe,13.3,5.4
2023-08-14,APAC,17.2,2.3
2023-08-14,Latin America,16.8,1.8
2023-08-15,North America,12.0,0.0
2023-08-15,Europe,6.8,0.0
2023-08-15,APAC,18.1,0.3
2023-08-15,Latin America,16.0,3.6
2023-08-16,North America,10.7,5.8
2023-08-16,Europe,9.0,0.0
2023-08-16,APAC,16.6,0.1
2023-08-16,Latin America,14.1,0.7
2023-08-17,North America,2.9,3.8
2023-08-17,Europe,2.6,0.0
2023-08-17,APAC,21.5,0.0
2023-08-17,Latin America,17.3,6.4
2023-08-18,North America,8.4,0.3
2023-08-18,Europe,3.3,0.0
2023-08-18,APAC,18.5,7.0
2023-08-18,Latin America,15.3,2.4
2023-08-19,North America,5.7,0.2
2023-08-19,Europe,8.7,6.7
2023-08-19,APAC,20.4,7.1
2023-08-19,Latin America,20.4,0.0
2023-08-20,North America,4.4,0.0
2023-08-20,Europe,1.0,1.2
2023-08-20,APAC,20.3,0.0
2023-08-20,Latin America,15.0,1.0
2023-08-21,North America,7.8,1.3
2023-08-21,Europe,3.5,4.6
2023-08-21,APAC,20.1,0.0
2023-08-21,Latin America,16.9,2.9
2023-08-22,North America,2.8,4.8
2023-08-22,Europe,5.2,9.8
2023-08-22,APAC,13.4,0.0
2023-08-22,Latin America,14.1,6.3
2023-08-23,North America,10.1,0.0
2023-08-23,Europe,4.4,3.6
2023-08-23,APAC,15.4,8.9
2023-08-23,Latin America,20.0,3.7
2023-08-24,North America,6.9,1.2
2023-08-24,Europe,1.0,5.2
2023-08-24,APAC,15.3,0.0
2023-08-24,Latin America,18.0,3.7
2023-08-25,North America,8.6,0.9
2023-08-25,Europe,7.0,4.5
2023-08-25,APAC,17.9,1.1
2023-08-25,Latin America,13.1,6.2
2023-08-26,North America,3.2,7.5
2023-08-26,Europe,6.9,2.1
2023-08-26,APAC,18.1,0.0
2023-08-26,Latin America,12.6,2.6
2023-08-27,North America,10.4,2.4
2023-08-27,Europe,0.4,2.9
2023-08-27,APAC,14.6,6.8
2023-08-27,Latin America,12.7,11.6
2023-08-28,North America,6.1,0.0
2023-08-28,Europe,3.4,0.0
2023-08-28,APAC,18.4,0.5
2023-08-28,Latin America,15.6,4.9
2023-08-29,North America,4.5,1.6
2023-08-29,Europe,8.4,5.7
2023-08-29,APAC,15.9,2.3
2023-08-29,Latin America,16.0,3.4
2023-08-30,North America,7.3,7.4
2023-08-30,Europe,0.8,2.2
2023-08-30,APAC,19.8,1.3
2023-08-30,Latin America,16.6,1.7
2023-08-31,North America,5.8,1.1
2023-08-31,Europe,3.4,3.7
2023-08-31,APAC,16.6,0.0
2023-08-31,Latin America,21.0,4.7
2023-09-01,North America,8.1,3.7
2023-09-01,Europe,3.2,3.4
2023-09-01,APAC,17.4,0.0
2023-09-01,Latin America,12.7,0.5
2023-09-02,North America,5.6,0.8
2023-09-02,Europe,4.8,12.6
2023-09-02,APAC,11.7,3.8
2023-09-02,Latin America,18.5,0.0
2023-09-03,North America,4.8,5.1
2023-09-03,Europe,6.3,0.0
2023-09-03,APAC,15.5,1.2
2023-09-03,Latin America,14.9,1.0
2023-09-04,North America,5.3,0.0
2023-09-04,Europe,0.5,0.0
2023-09-04,APAC,10.3,0.3
2023-09-04,Latin America,19.5,2.8
2023-09-05,North America,3.7,0.4
2023-09-05,Europe,0.1,0.0
2023-09-05,APAC,14.7,0.0
2023-09-05,Latin America,14.8,3.5
2023-09-06,North America,7.0,0.0
2023-09-06,Europe,5.7,0.0
2023-09-06,APAC,22.4,7.5
2023-09-06,Latin America,11.3,5.3
2023-09-07,North America,12.3,0.0
2023-09-07,Europe,1.7,0.2
2023-09-07,APAC,21.6,4.0
2023-09-07,Latin America,15.3,3.3
2023-09-08,North America,11.0,0.0
2023-09-08,Europe,1.8,0.1
2023-09-08,APAC,19.5,1.7
2023-09-08,Latin America,9.7,4.6
2023-09-09,North America,-3.4,0.9
2023-09-09,Europe,5.1,3.8
2023-09-09,APAC,16.7,3.5
2023-09-09,Latin America,17.7,2.7
2023-09-10,North America,8.9,0.0
2023-09-10,Europe,1.6,9.8
2023-09-10,APAC,20.4,8.2
2023-09-10,Latin America,16.0,1.0
2023-09-11,North America,4.7,7.6
2023-09-11,Europe,5.9,0.0
2023-09-11,APAC,16.4,5.2
2023-09-11,Latin America,12.2,0.0
2023-09-12,North America,6.2,1.7
2023-09-12,Europe,-1.2,2.8
2023-09-12,APAC,19.4,1.1
2023-09-12,Latin America,18.3,1.3
2023-09-13,North America,8.1,2.2
2023-09-13,Europe,-1.5,0.0
2023-09-13,APAC,14.9,11.2
2023-09-13,Latin America,12.2,2.4
2023-09-14,North America,-0.9,1.7
2023-09-14,Europe,3.0,2.9
2023-09-14,APAC,13.7,6.6
2023-09-14,Latin America,15.8,0.0
2023-09-15,North America,7.3,2.8
2023-09-15,Europe,6.3,0.0
2023-09-15,APAC,14.3,1.9
2023-09-15,Latin America,10.2,4.5
2023-09-16,North America,9.0,1.8
2023-09-16,Europe,0.5,4.3
2023-09-16,APAC,12.0,0.0
2023-09-16,Latin America,15.3,8.3
2023-09-17,North America,-0.3,4.4
2023-09-17,Europe,1.1,0.0
2023-09-17,APAC,20.3,0.3
2023-09-17,Latin America,15.4,6.2
2023-09-18,North America,6.1,7.3
2023-09-18,Europe,0.9,1.2
2023-09-18,APAC,16.4,5.7
2023-09-18,Latin America,8.2,0.0
2023-09-19,North America,4.4,7.9
2023-09-19,Europe,-1.0,1.0
2023-09-19,APAC,12.7,0.2
2023-09-19,Latin America,11.5,0.4
2023-09-20,North America,0.7,0.0
2023-09-20,Europe,-3.1,4.4
2023-09-20,APAC,11.8,0.0
2023-09-20,Latin America,14.8,12.5
2023-09-21,North America,10.1,0.0
2023-09-21,Europe,0.8,0.0
2023-09-21,APAC,13.9,0.0
2023-09-21,Latin America,13.9,0.0
2023-09-22,North America,7.9,1.2
2023-09-22,Europe,-0.9,14.3
2023-09-22,APAC,14.2,1.7
2023-09-22,Latin America,12.0,0.0
2023-09-23,North America,8.7,0.6
2023-09-23,Europe,5.0,0.7
2023-09-23,APAC,16.1,0.0
2023-09-23,Latin America,9.1,2.8
2023-09-24,North America,8.8,0.1
2023-09-24,Europe,4.1,10.5
2023-09-24,APAC,15.7,0.1
2023-09-24,Latin America,9.8,0.0
2023-09-25,North America,1.9,0.2
2023-09-25,Europe,5.3,0.0
2023-09-25,APAC,16.6,8.9
2023-09-25,Latin America,13.7,0.0
2023-09-26,North America,8.9,1.3
2023-09-26,Europe,4.3,8.1
2023-09-26,APAC,16.2,2.8
2023-09-26,Latin America,12.0,0.4
2023-09-27,North America,7.4,5.1
2023-09-27,Europe,7.2,4.5
2023-09-27,APAC,12.6,5.9
2023-09-27,Latin America,13.6,2.4
2023-09-28,North America,8.9,3.4
2023-09-28,Europe,6.7,1.6
2023-09-28,APAC,14.6,5.9
2023-09-28,Latin America,12.3,3.1
2023-09-29,North America,6.2,1.9
2023-09-29,Europe,8.9,2.2
2023-09-29,APAC,23.9,3.1
2023-09-29,Latin America,19.1,9.8
2023-09-30,North America,7.8,9.9
2023-09-30,Europe,6.4,0.0
2023-09-30,APAC,22.2,3.0
2023-09-30,Latin America,19.6,0.9
2023-10-01,North America,3.3,1.3
2023-10-01,Europe,6.4,0.0
2023-10-01,APAC,19.4,3.5
2023-10-01,Latin America,13.2,2.2
2023-10-02,North America,7.3,0.9
2023-10-02,Europe,3.5,0.9
2023-10-02,APAC,16.6,5.4
2023-10-02,Latin America,14.5,0.0
2023-10-03,North America,7.2,2.4
2023-10-03,Europe,2.0,9.6
2023-10-03,APAC,17.2,0.0
2023-10-03,Latin America,12.7,0.0
2023-10-04,North America,6.4,7.0
2023-10-04,Europe,-2.7,0.1
2023-10-04,APAC,20.9,2.5
2023-10-04,Latin America,12.9,1.0
2023-10-05,North America,10.4,1.9
2023-10-05,Europe,3.4,2.7
2023-10-05,APAC,14.4,0.0
2023-10-05,Latin America,20.4,3.0
2023-10-06,North America,2.0,0.0
2023-10-06,Europe,0.6,2.9
2023-10-06,APAC,17.2,5.7
2023-10-06,Latin America,14.7,2.8
2023-10-07,North America,5.2,1.9
2023-10-07,Europe,9.6,2.8
2023-10-07,APAC,16.4,2.6
2023-10-07,Latin America,16.1,0.0
2023-10-08,North America,-1.4,1.9
2023-10-08,Europe,1.0,1.0
2023-10-08,APAC,11.5,3.2
2023-10-08,Latin America,18.0,4.7
2023-10-09,North America,5.8,2.4
2023-10-09,Europe,5.2,10.4
2023-10-09,APAC,16.5,4.3
2023-10-09,Latin America,14.7,0.0
2023-10-10,North America,6.6,1.2
2023-10-10,Europe,0.2,10.1
2023-10-10,APAC,17.0,0.0
2023-10-10,Latin America,12.6,0.8
2023-10-11,North America,5.1,1.8
2023-10-11,Europe,4.6,3.3
2023-10-11,APAC,22.5,2.2
2023-10-11,Latin America,14.3,1.4
2023-10-12,North America,7.4,1.0
2023-10-12,Europe,5.1,2.0
2023-10-12,APAC,15.5,0.0
2023-10-12,Latin America,14.0,0.0
2023-10-13,North America,2.7,5.0
2023-10-13,Europe,4.6,6.4
2023-10-13,APAC,12.6,3.1
2023-10-13,Latin America,18.0,0.0
2023-10-14,North America,4.8,0.0
2023-10-14,Europe,5.1,0.0
2023-10-14,APAC,11.7,0.0
2023-10-14,Latin America,19.6,11.3
2023-10-15,North America,0.7,0.0
2023-10-15,Europe,1.7,1.8
2023-10-15,APAC,21.0,1.0
2023-10-15,Latin America,13.7,0.0
2023-10-16,North America,3.0,6.5
2023-10-16,Europe,2.1,17.9
2023-10-16,APAC,19.1,0.0
2023-10-16,Latin America,13.7,9.3
2023-10-17,North America,7.2,3.2
2023-10-17,Europe,-1.6,3.6
2023-10-17,APAC,17.6,3.3
2023-10-17,Latin America,12.0,0.6
2023-10-18,North America,5.1,7.2
2023-10-18,Europe,-1.4,1.2
2023-10-18,APAC,14.1,3.6
2023-10-18,Latin America,13.4,1.2
2023-10-19,North America,7.5,0.8
2023-10-19,Europe,6.0,1.2
2023-10-19,APAC,21.7,2.2
2023-10-19,Latin America,13.0,1.0
2023-10-20,North America,5.3,3.4
2023-10-20,Europe,2.6,16.8
2023-10-20,APAC,16.0,0.0
2023-10-20,Latin America,19.1,0.5
2023-10-21,North America,6.5,4.3
2023-10-21,Europe,2.0,2.3
2023-10-21,APAC,13.5,2.3
2023-10-21,Latin America,14.5,16.2
2023-10-22,North America,9.7,0.0
2023-10-22,Europe,6.6,5.9
2023-10-22,APAC,20.5,0.0
2023-10-22,Latin America,19.2,0.6
2023-10-23,North America,8.9,2.6
2023-10-23,Europe,5.9,0.0
2023-10-23,APAC,16.8,2.0
2023-10-23,Latin America,12.0,7.4
2023-10-24,North America,4.9,1.6
2023-10-24,Europe,0.2,8.8
2023-10-24,APAC,13.0,6.5
2023-10-24,Latin America,19.0,0.0
2023-10-25,North America,8.3,4.0
2023-10-25,Europe,5.9,0.7
2023-10-25,APAC,20.3,0.6
2023-10-25,Latin America,10.1,0.0
2023-10-26,North America,10.1,6.8
2023-10-26,Europe,3.9,0.0
2023-10-26,APAC,18.1,0.0
2023-10-26,Latin America,18.8,2.4
2023-10-27,North America,4.3,4.3
2023-10-27,Europe,0.5,7.3
2023-10-27,APAC,17.4,0.9
2023-10-27,Latin America,12.9,0.0
2023-10-28,North America,10.6,0.0
2023-10-28,Europe,4.0,2.6
2023-10-28,APAC,16.7,1.6
2023-10-28,Latin America,14.6,0.8
2023-10-29,North America,5.1,0.0
2023-10-29,Europe,7.4,11.5
2023-10-29,APAC,16.2,8.0
2023-10-29,Latin America,14.3,6.2
2023-10-30,North America,2.3,3.9
2023-10-30,Europe,3.6,4.1
2023-10-30,APAC,16.8,0.4
2023-10-30,Latin America,15.3,0.0
2023-10-31,North America,6.6,0.0
2023-10-31,Europe,2.0,0.0
2023-10-31,APAC,18.7,1.7
2023-10-31,Latin America,15.6,4.1
2023-11-01,North America,2.6,0.1
2023-11-01,Europe,5.3,0.9
2023-11-01,APAC,13.1,5.5
2023-11-01,Latin America,18.5,1.4
2023-11-02,North America,7.7,2.7
2023-11-02,Europe,4.9,0.0
2023-11-02,APAC,14.2,3.7
2023-11-02,Latin America,11.8,9.2
2023-11-03,North America,5.4,0.0
2023-11-03,Europe,5.6,2.4
2023-11-03,APAC,21.3,6.5
2023-11-03,Latin America,20.3,1.1
2023-11-04,North America,6.0,6.7
2023-11-04,Europe,5.4,0.0
2023-11-04,APAC,16.8,0.0
2023-11-04,Latin America,11.4,0.0
2023-11-05,North America,7.0,0.1
2023-11-05,Europe,3.5,0.0
2023-11-05,APAC,22.8,3.7
2023-11-05,Latin America,16.6,7.3
2023-11-06,North America,6.8,6.6
2023-11-06,Europe,8.1,0.0
2023-11-06,APAC,14.5,0.6
2023-11-06,Latin America,16.3,2.7
2023-11-07,North America,9.4,0.0
2023-11-07,Europe,4.9,0.0
2023-11-07,APAC,20.3,1.1
2023-11-07,Latin America,16.3,1.0
2023-11-08,North America,7.2,5.6
2023-11-08,Europe,3.8,3.4
2023-11-08,APAC,12.4,3.6
2023-11-08,Latin America,16.1,0.8
2023-11-09,North America,7.4,0.0
2023-11-09,Europe,5.5,0.2
2023-11-09,APAC,20.4,1.1
2023-11-09,Latin America,17.7,0.7
2023-11-10,North America,13.4,2.5
2023-11-10,Europe,4.8,4.4
2023-11-10,APAC,18.6,2.8
2023-11-10,Latin America,15.3,1.8
2023-11-11,North America,7.8,0.0
2023-11-11,Europe,4.0,0.0
2023-11-11,APAC,18.3,0.0
2023-11-11,Latin America,16.6,6.0
2023-11-12,North America,10.3,3.2
2023-11-12,Europe,1.5,9.0
2023-11-12,APAC,17.8,1.1
2023-11-12,Latin America,19.4,8.8
2023-11-13,North America,6.7,0.0
2023-11-13,Europe,8.4,0.0
2023-11-13,APAC,21.5,2.9
2023-11-13,Latin America,17.6,6.5
2023-11-14,North America,7.4,10.8
2023-11-14,Europe,7.7,0.0
2023-11-14,APAC,20.6,0.0
2023-11-14,Latin America,15.0,1.7
2023-11-15,North America,5.4,0.3
2023-11-15,Europe,4.5,5.8
2023-11-15,APAC,16.1,0.0
2023-11-15,Latin America,14.7,0.0
2023-11-16,North America,9.3,9.1
2023-11-16,Europe,6.2,2.9
2023-11-16,APAC,25.7,6.7
2023-11-16,Latin America,21.4,4.0
2023-11-17,North America,7.6,0.7
2023-11-17,Europe,4.6,0.2
2023-11-17,APAC,18.1,2.7
2023-11-17,Latin America,18.2,1.3
2023-11-18,North America,13.3,6.8
2023-11-18,Europe,4.5,2.3
2023-11-18,APAC,21.9,2.3
2023-11-18,Latin America,23.7,0.0
2023-11-19,North America,8.8,8.6
2023-11-19,Europe,3.6,2.0
2023-11-19,APAC,18.6,1.1
2023-11-19,Latin America,20.0,3.8
2023-11-20,North America,6.4,7.3
2023-11-20,Europe,7.0,3.6
2023-11-20,APAC,21.6,4.7
2023-11-20,Latin America,17.3,2.9
2023-11-21,North America,10.9,6.5
2023-11-21,Europe,5.2,3.7
2023-11-21,APAC,23.9,0.7
2023-11-21,Latin America,14.0,0.0
2023-11-22,North America,3.9,7.2
2023-11-22,Europe,8.1,1.3
2023-11-22,APAC,24.5,6.4
2023-11-22,Latin America,16.4,7.7
2023-11-23,North America,15.5,0.0
2023-11-23,Europe,-0.1,5.3
2023-11-23,APAC,18.7,0.0
2023-11-23,Latin America,25.7,8.0
2023-11-24,North America,10.1,1.2
2023-11-24,Europe,8.8,10.0
2023-11-24,APAC,22.6,1.3
2023-11-24,Latin America,17.7,0.0
2023-11-25,North America,8.3,3.3
2023-11-25,Europe,4.6,0.0
2023-11-25,APAC,19.7,2.5
2023-11-25,Latin America,18.1,4.2
2023-11-26,North America,9.9,1.3
2023-11-26,Europe,4.9,0.0
2023-11-26,APAC,20.1,2.6
2023-11-26,Latin America,17.0,6.2
2023-11-27,North America,7.0,0.0
2023-11-27,Europe,7.7,0.5
2023-11-27,APAC,18.8,0.0
2023-11-27,Latin America,18.0,0.0
2023-11-28,North America,10.7,1.9
2023-11-28,Europe,4.3,5.4
2023-11-28,APAC,20.4,1.5
2023-11-28,Latin America,19.8,0.0
2023-11-29,North America,10.3,2.4
2023-11-29,Europe,8.7,2.0
2023-11-29,APAC,23.7,0.0
2023-11-29,Latin America,20.3,6.4
2023-11-30,North America,16.9,9.4
2023-11-30,Europe,2.5,0.2
2023-11-30,APAC,22.6,16.0
2023-11-30,Latin America,18.9,2.7
2023-12-01,North America,7.9,0.0
2023-12-01,Europe,7.3,12.9
2023-12-01,APAC,20.4,4.5
2023-12-01,Latin America,19.8,0.0
2023-12-02,North America,9.7,6.0
2023-12-02,Europe,1.0,12.1
2023-12-02,APAC,18.7,0.9
2023-12-02,Latin America,17.7,3.5
2023-12-03,North America,14.7,5.7
2023-12-03,Europe,6.5,2.8
2023-12-03,APAC,23.1,16.9
2023-12-03,Latin America,14.1,1.8
2023-12-04,North America,5.8,0.0
2023-12-04,Europe,8.5,2.3
2023-12-04,APAC,22.5,1.3
2023-12-04,Latin America,24.1,1.2
2023-12-05,North America,13.4,0.9
2023-12-05,Europe,6.1,1.4
2023-12-05,APAC,23.9,1.7
2023-12-05,Latin America,17.8,0.6
2023-12-06,North America,14.7,0.0
2023-12-06,Europe,10.9,1.6
2023-12-06,APAC,21.9,0.0
2023-12-06,Latin America,22.9,1.7
2023-12-07,North America,14.0,0.0
2023-12-07,Europe,10.8,0.0
2023-12-07,APAC,23.7,0.1
2023-12-07,Latin America,17.3,2.0
2023-12-08,North America,12.3,0.0
2023-12-08,Europe,9.0,12.8
2023-12-08,APAC,26.3,3.6
2023-12-08,Latin America,18.0,0.0
2023-12-09,North America,9.9,1.2
2023-12-09,Europe,10.4,0.2
2023-12-09,APAC,21.1,0.0
2023-12-09,Latin America,14.7,0.0
2023-12-10,North America,13.9,6.2
2023-12-10,Europe,6.5,4.8
2023-12-10,APAC,22.0,3.3
2023-12-10,Latin America,19.8,3.9
2023-12-11,North America,13.0,0.0
2023-12-11,Europe,12.1,0.0
2023-12-11,APAC,21.4,6.6
2023-12-11,Latin America,25.8,0.0
2023-12-12,North America,11.4,5.3
2023-12-12,Europe,11.7,0.0
2023-12-12,APAC,23.9,9.7
2023-12-12,Latin America,18.7,2.0
2023-12-13,North America,7.0,0.0
2023-12-13,Europe,7.9,5.3
2023-12-13,APAC,21.0,0.0
2023-12-13,Latin America,17.6,1.3
2023-12-14,North America,11.3,0.0
2023-12-14,Europe,6.9,0.0
2023-12-14,APAC,24.0,2.6
2023-12-14,Latin America,18.0,0.0
2023-12-15,North America,13.1,1.3
2023-12-15,Europe,10.1,0.0
2023-12-15,APAC,26.3,2.9
2023-12-15,Latin America,21.2,0.0
2023-12-16,North America,10.6,3.8
2023-12-16,Europe,14.0,0.6
2023-12-16,APAC,23.0,5.5
2023-12-16,Latin America,21.0,5.9
2023-12-17,North America,11.7,0.0
2023-12-17,Europe,11.0,0.0
2023-12-17,APAC,18.6,7.3
2023-12-17,Latin America,21.3,2.5
2023-12-18,North America,19.5,0.0
2023-12-18,Europe,15.5,1.9
2023-12-18,APAC,24.7,9.2
2023-12-18,Latin America,26.7,0.0
2023-12-19,North America,9.2,0.0
2023-12-19,Europe,11.3,0.0
2023-12-19,APAC,19.5,5.4
2023-12-19,Latin America,18.3,0.0
2023-12-20,North America,12.2,0.2
2023-12-20,Europe,6.8,2.1
2023-12-20,APAC,20.7,0.0
2023-12-20,Latin America,21.5,5.4
2023-12-21,North America,18.7,6.5
2023-12-21,Europe,10.8,3.9
2023-12-21,APAC,26.4,0.0
2023-12-21,Latin America,19.6,0.1
2023-12-22,North America,14.0,8.9
2023-12-22,Europe,12.3,6.5
2023-12-22,APAC,23.8,3.2
2023-12-22,Latin America,24.3,7.7
2023-12-23,North America,11.1,2.2
2023-12-23,Europe,9.0,0.0
2023-12-23,APAC,20.2,0.3
2023-12-23,Latin America,23.5,5.7
2023-12-24,North America,18.5,0.0
2023-12-24,Europe,13.1,7.2
2023-12-24,APAC,28.2,7.4
2023-12-24,Latin America,20.9,8.5
2023-12-25,North America,16.7,0.0
2023-12-25,Europe,9.2,1.1
2023-12-25,APAC,34.0,2.2
2023-12-25,Latin America,23.3,2.9
2023-12-26,North America,12.4,0.0
2023-12-26,Europe,13.3,7.3
2023-12-26,APAC,25.8,1.4
2023-12-26,Latin America,19.8,0.0
2023-12-27,North America,15.5,5.0
2023-12-27,Europe,8.4,5.7
2023-12-27,APAC,23.6,1.0
2023-12-27,Latin America,23.0,0.8
2023-12-28,North America,14.2,0.0
2023-12-28,Europe,8.7,0.0
2023-12-28,APAC,25.6,2.3
2023-12-28,Latin America,26.9,7.5
2023-12-29,North America,18.0,7.2
2023-12-29,Europe,14.6,0.9
2023-12-29,APAC,29.6,0.2
2023-12-29,Latin America,27.4,0.0
2023-12-30,North America,19.6,3.3
2023-12-30,Europe,13.4,4.6
2023-12-30,APAC,25.9,5.5
2023-12-30,Latin America,23.8,2.4
2023-12-31,North America,17.0,1.1
2023-12-31,Europe,10.2,0.0
2023-12-31,APAC,24.9,3.5
2023-12-31,Latin America,25.3,2.7
2024-01-01,North America,13.3,1.5
2024-01-01,Europe,12.8,1.4
2024-01-01,APAC,26.3,0.3
2024-01-01,Latin America,24.1,0.0
2024-01-02,North America,15.2,0.0
2024-01-02,Europe,11.2,1.3
2024-01-02,APAC,26.4,0.0
2024-01-02,Latin America,25.2,0.0
2024-01-03,North America,13.7,4.7
