month,region,revenue,units_sold,cogs,avg_unit_price,month_dt,avg_temp_c,total_precip_mm,competitor_price_index,market_sentiment_score,inflation_rate_pct,marketing_spend,opex_other,operating_income,revenue_lag1,revenue_lag2,revenue_rolling3,units_sold_lag1,units_sold_lag2,units_sold_rolling3,month_num,year,time_idx
2025-08-01,Latin America,715069.0,3711,439348.34,191.80799112097668,2025-08-01,16.387096774193548,113.8,99.82000000000001,0.316,2.65,53252.6,83648.13,138819.92999999996,794055.0,869020.0,872037.3333333334,4135.0,4490.0,4529.333333333333,8,2025,32
2025-09-01,Latin America,643456.0,3374,397660.93,191.63953488372093,2025-09-01,14.083333333333334,70.7,99.03999999999999,0.301,2.83,57614.78,65714.15,122466.14,715069.0,794055.0,792714.6666666666,3711.0,4135.0,4112.0,9,2025,33
2025-10-01,Latin America,668837.0,3453,409288.17,193.21875,2025-10-01,14.73225806451613,110.89999999999999,100.06,0.321,2.67,47262.51,82225.21,130061.11,643456.0,715069.0,717526.6666666666,3374.0,3711.0,3740.0,10,2025,34
2025-11-01,Latin America,1125027.0,5883,691558.77,191.7069351230425,2025-11-01,17.236666666666668,80.4,99.17999999999999,0.177,2.6,96162.86,136346.06,200959.31,668837.0,643456.0,675787.3333333334,3453.0,3374.0,3512.6666666666665,11,2025,35
2025-12-01,Latin America,1318806.0,6874,809384.95,191.67027027027027,2025-12-01,21.70967741935484,56.199999999999996,100.2,0.243,2.74,116000.95,167669.94,225750.16000000003,1125027.0,668837.0,812440.0,5883.0,3453.0,4236.666666666667,12,2025,36
2026-01-01,Latin America,970242.0,5068,596197.49,192.5120350109409,2026-01-01,27.287096774193547,104.0,99.02000000000001,0.306,2.88,66685.51,132044.44,175314.56,1318806.0,1125027.0,1037556.6666666666,6874.0,5883.0,5403.333333333333,1,2026,37
2026-02-01,Latin America,955948.0,4962,588906.21,192.22541966426857,2026-02-01,32.02142857142857,118.2,98.4,0.074,2.96,78832.09,118826.18,169383.52000000008,970242.0,1318806.0,1138025.0,5068.0,6874.0,5941.666666666667,2,2026,38
2026-03-01,Latin America,1156105.0,6015,712504.15,192.03783783783783,2026-03-01,33.00967741935484,85.8,99.36,0.134,2.84,102127.34,136548.79,204924.72,955948.0,970242.0,1081665.3333333333,4962.0,5068.0,5634.666666666667,3,2026,39
2026-04-01,Latin America,1041487.44,5284,640789.89,196.32630167597767,2026-04-01,33.05,91.6,88.16,0.083,4.01,87679.89,138555.18,174462.47999999992,1156105.0,955948.0,1027431.6666666666,6015.0,4962.0,5348.333333333333,4,2026,40
2026-05-01,Latin America,940578.44,4729,578799.63,196.77928026172302,2026-05-01,30.812903225806455,116.6,90.0,-0.064,3.68,75353.47,103767.79,182657.55,1041487.44,1156105.0,1051180.1466666667,5284.0,6015.0,5420.333333333333,5,2026,41
2026-06-01,Latin America,852324.96,4322,524217.48,196.89914221218964,2026-06-01,26.48,115.4,87.7,-0.038,3.6,60156.29,88031.6,179919.59,940578.44,1041487.44,1046056.96,4729.0,5284.0,5342.666666666667,6,2026,42
2023-02-01,North America,473421.0,2479,290532.77,193.21855146124523,2023-02-01,22.110714285714288,71.3,99.9,0.063,2.86,37585.09,56298.75,89004.38999999998,460007.0,,,2403.0,,,2,2023,2
2023-03-01,North America,581425.0,3015,357821.61,191.61958997722095,2023-03-01,23.780645161290323,72.4,100.4,-0.02,2.84,35613.4,62078.03,125911.96000000002,473421.0,460007.0,,2479.0,2403.0,,3,2023,3
2023-04-01,North America,560975.0,2985,344711.45,192.14792899408283,2023-04-01,23.646666666666665,66.2,100.17999999999999,0.067,2.55,42457.51,65404.54,108401.49999999996,581425.0,473421.0,504951.0,3015.0,2479.0,2632.3333333333335,4,2023,4
2023-05-01,North America,569056.0,2984,349714.79,193.36073059360731,2023-05-01,21.241935483870968,76.2,100.82000000000001,-0.135,2.88,39893.83,63541.76,115905.62,560975.0,581425.0,538607.0,2985.0,3015.0,2826.3333333333335,5,2023,5
2023-06-01,North America,525588.0,2722,322644.41,190.1542991755006,2023-06-01,18.766666666666666,91.10000000000001,99.34,0.019,2.59,32840.49,64750.43,105352.67000000004,569056.0,560975.0,570485.3333333334,2984.0,2985.0,2994.6666666666665,6,2023,6
2023-07-01,North America,488782.0,2548,300137.33,190.84149184149183,2023-07-01,12.403225806451612,104.0,99.58,0.028,2.88,42952.76,66596.81,79095.09999999998,525588.0,569056.0,551873.0,2722.0,2984.0,2897.0,7,2023,7
2023-08-01,North America,455869.0,2361,280587.67,194.0412249705536,2023-08-01,8.080645161290322,86.2,102.24,0.028,2.94,32314.28,58836.4,84130.65000000002,488782.0,525588.0,527808.6666666666,2548.0,2722.0,2751.3333333333335,8,2023,8
2023-09-01,North America,401863.0,2117,246959.88,191.33799237611183,2023-09-01,6.173333333333333,72.0,100.5,0.057,3.09,26789.96,41569.01,86544.15,455869.0,488782.0,490079.6666666667,2361.0,2548.0,2543.6666666666665,9,2023,9
2023-10-01,North America,429733.0,2227,263507.1,192.11750599520383,2023-10-01,5.770967741935484,77.3,100.34,-0.082,2.61,27501.32,43130.64,95593.94000000002,401863.0,455869.0,448838.0,2117.0,2361.0,2342.0,10,2023,10
2023-11-01,North America,738813.0,3837,453507.56,191.8604118993135,2023-11-01,8.646666666666667,104.3,100.32000000000001,-0.08,2.93,63023.5,99138.65,123143.29,429733.0,401863.0,429155.0,2227.0,2117.0,2235.0,11,2023,11
2023-12-01,North America,862459.0,4461,527813.01,191.81967213114754,2023-12-01,13.258064516129032,64.8,100.5,-0.014,2.83,63388.29,90648.83,180608.87,738813.0,429733.0,523469.6666666667,3837.0,2227.0,2727.0,12,2023,12
2024-01-01,North America,648884.0,3366,399183.53,191.53378378378378,2024-01-01,17.809677419354838,86.9,99.08,-0.101,3.1,40703.87,78194.11,130802.48999999998,862459.0,738813.0,677001.6666666666,4461.0,3837.0,3508.3333333333335,1,2024,13
2024-02-01,North America,672183.0,3527,412255.37,192.62130177514794,2024-02-01,21.979310344827585,57.8,100.82000000000001,-0.163,2.73,49608.16,92200.65,118118.82,648884.0,862459.0,750052.0,3366.0,4461.0,3888.0,2,2024,14
2024-03-01,North America,766970.0,4010,471096.76,191.0935412026726,2024-03-01,24.580645161290324,76.3,101.44,-0.13,2.8,63575.12,82625.07,149673.05,672183.0,648884.0,727842.0,3527.0,3366.0,3784.6666666666665,3,2024,15
2024-04-01,North America,736444.0,3836,451705.13,192.46330275229357,2024-04-01,24.646666666666665,88.6,100.78,0.034,2.98,44687.08,85510.58,154541.20999999996,766970.0,672183.0,696012.3333333334,4010.0,3527.0,3634.3333333333335,4,2024,16
2024-05-01,North America,743863.0,3887,459401.81,191.52771618625277,2024-05-01,23.032258064516128,81.9,100.44,0.105,2.7,59779.0,93756.56,130925.63,736444.0,766970.0,725199.0,3836.0,4010.0,3791.0,5,2024,17
2024-06-01,North America,677702.0,3518,415973.14,192.52668213457076,2024-06-01,17.59,85.1,101.47999999999999,0.183,3.23,44861.79,72539.09,144327.97999999998,743863.0,736444.0,749092.3333333334,3887.0,3836.0,3911.0,6,2024,18
2024-07-01,North America,626101.0,3319,386309.31,191.9511918274688,2024-07-01,12.619354838709677,64.6,99.14,0.088,3.07,49621.2,82188.39,107982.1,677702.0,743863.0,719336.3333333334,3518.0,3887.0,3747.0,7,2024,19
2024-08-01,North America,554981.0,2899,340458.79,193.5308924485126,2024-08-01,6.912903225806452,111.2,99.9,0.236,2.68,46843.44,56158.32,111520.45,626101.0,677702.0,682555.3333333334,3319.0,3518.0,3574.6666666666665,8,2024,20
2024-09-01,North America,513492.0,2708,316117.9,191.39336492890996,2024-09-01,5.616666666666666,76.2,101.17999999999999,0.146,2.87,38948.99,65535.44,92889.66999999998,554981.0,626101.0,619594.6666666666,2899.0,3319.0,3245.3333333333335,9,2024,21
2024-10-01,North America,546070.0,2870,336413.93,191.24118316268488,2024-10-01,4.858064516129032,91.6,100.62,0.211,2.91,43705.44,57795.73,108154.9,513492.0,554981.0,564858.0,2708.0,2899.0,2975.3333333333335,10,2024,22
2024-11-01,North America,931339.0,4781,572242.75,192.46412556053812,2024-11-01,8.523333333333333,45.9,100.53999999999999,0.342,3.02,71023.7,120304.54,167768.01,546070.0,513492.0,538181.0,2870.0,2708.0,2825.6666666666665,11,2024,23
2024-12-01,North America,1113636.0,5804,681711.14,192.1135135135135,2024-12-01,12.535483870967743,34.6,98.94,0.285,2.51,85782.52,119476.47,226665.87,931339.0,546070.0,663633.6666666666,4781.0,2870.0,3453.0,12,2024,24
2025-01-01,North America,806283.0,4147,495574.08,191.5414364640884,2025-01-01,18.225806451612904,65.7,99.74,0.478,2.79,65125.62,92118.96,153464.33999999997,1113636.0,931339.0,863681.6666666666,5804.0,4781.0,4485.0,1,2025,25
2025-02-01,North America,807157.0,4223,497166.57,191.99031476997578,2025-02-01,22.264285714285712,98.6,100.78,0.373,2.82,53046.92,98029.15,158914.36000000002,806283.0,1113636.0,950419.3333333334,4147.0,5804.0,4910.666666666667,2,2025,26
2025-03-01,North America,975491.0,5069,601574.07,192.09446254071662,2025-03-01,24.84193548387097,89.3,99.78,0.385,3.04,80920.58,130115.3,162881.05000000005,807157.0,806283.0,909025.3333333334,4223.0,4147.0,4724.666666666667,3,2025,27
2025-04-01,North America,922317.0,4793,566372.9,191.85393258426967,2025-04-01,24.970000000000002,59.8,101.86,0.355,2.42,81350.59,98741.65,175851.86000000002,975491.0,807157.0,862977.0,5069.0,4223.0,4479.666666666667,4,2025,28
2025-05-01,North America,927948.0,4852,571271.35,192.11546840958604,2025-05-01,22.677419354838708,104.0,98.96000000000001,0.291,2.89,78201.16,120547.55,157927.94,922317.0,975491.0,901655.0,4793.0,5069.0,4695.0,5,2025,29
2025-06-01,North America,824307.0,4253,507712.0,192.48706411698538,2025-06-01,17.266666666666666,82.4,99.25999999999999,0.312,2.85,62014.72,92943.67,161636.61,927948.0,922317.0,941918.6666666666,4852.0,4793.0,4904.666666666667,6,2025,30
2025-07-01,North America,749856.0,3904,461011.65,192.17477876106196,2025-07-01,13.638709677419355,100.5,98.6,0.323,2.93,64857.38,84277.99,139708.97999999998,824307.0,927948.0,891524.0,4253.0,4852.0,4632.666666666667,7,2025,31
2025-08-01,North America,695955.0,3665,428405.05,192.39246119733926,2025-08-01,8.580645161290322,72.7,99.82000000000001,0.316,2.65,54838.46,70076.28,142635.21000000002,749856.0,824307.0,834037.0,3904.0,4253.0,4336.333333333333,8,2025,32
2025-09-01,North America,645118.0,3332,396593.36,192.37587006960558,2025-09-01,5.473333333333333,80.3,99.03999999999999,0.301,2.83,41585.19,64824.18,142115.27000000002,695955.0,749856.0,756706.0,3665.0,3904.0,3940.6666666666665,9,2025,33
2025-10-01,North America,652644.0,3386,401355.08,191.91620111731842,2025-10-01,5.419354838709677,71.10000000000001,100.06,0.321,2.67,44608.44,83812.33,122868.14999999998,645118.0,695955.0,696976.3333333334,3332.0,3665.0,3633.6666666666665,10,2025,34
2025-11-01,North America,1112872.0,5808,683320.45,192.16201117318437,2025-11-01,8.44,66.3,99.17999999999999,0.177,2.6,74163.34,114271.51,241116.70000000007,652644.0,645118.0,664572.3333333334,3386.0,3332.0,3461.0,11,2025,35
2025-12-01,North America,1359331.0,6989,834456.21,192.20043103448276,2025-12-01,12.364516129032259,118.3,100.2,0.243,2.74,96242.62,166910.52,261721.65000000005,1112872.0,652644.0,803544.6666666666,5808.0,3386.0,4175.333333333333,12,2025,36
2026-01-01,North America,987624.0,5106,609658.29,192.3442265795207,2026-01-01,18.799999999999997,74.2,99.02000000000001,0.306,2.88,84866.88,130042.14,163056.68999999994,1359331.0,1112872.0,1041615.6666666666,6989.0,5808.0,5394.333333333333,1,2026,37
2026-02-01,North America,977366.0,5084,601371.25,191.874251497006,2026-02-01,22.27857142857143,37.2,98.4,0.074,2.96,75036.63,117024.61,183933.51,987624.0,1359331.0,1153275.6666666667,5106.0,6989.0,5967.666666666667,2,2026,38
2026-03-01,North America,1161356.0,6064,714915.22,191.82773564463704,2026-03-01,23.92258064516129,67.5,99.36,0.134,2.84,76371.29,124064.09,246005.40000000005,977366.0,987624.0,1108107.0,5084.0,5106.0,5726.333333333333,3,2026,39
2026-04-01,North America,1015866.16,5146,625449.54,196.3941309255079,2026-04-01,24.496666666666666,116.2,88.16,0.083,4.01,78534.91,118027.46,193854.24999999997,1161356.0,977366.0,1042115.3333333334,6064.0,5084.0,5418.0,4,2026,40
2026-05-01,North America,930645.92,4740,570401.96,196.56933767643866,2026-05-01,22.58709677419355,76.6,90.0,-0.064,3.68,55842.66,100828.66,203572.64000000004,1015866.16,1161356.0,1051529.3866666667,5146.0,6064.0,5431.333333333333,5,2026,41
2026-06-01,North America,823880.52,4147,505745.12,196.0651247165533,2026-06-01,18.886666666666667,78.8,87.7,-0.038,3.6,66646.29,94279.05,157210.06000000006,930645.92,1015866.16,1035956.0266666667,4740.0,5146.0,5316.666666666667,6,2026,42
