customer_id,region,segment,churn_probability,predicted_clv_12mo,top_churn_drivers
CUST-03269,APAC,Mid-Market,0.952,1404.43,satisfaction_score (+1.45); late_payments_last_year (+1.06); orders_last_year (+0.72)
CUST-00648,North America,SMB,0.501,309.22,satisfaction_score (+2.01); contract_length_months (-0.69); tenure_days (+0.41)
CUST-01177,Europe,Mid-Market,0.501,860.64,satisfaction_score (+1.78); contract_length_months (-0.60); orders_last_year (+0.38)
CUST-00100,North America,SMB,0.5,2260.35,satisfaction_score (+2.09); tenure_days (-0.70); contract_length_months (-0.34)
CUST-01145,Europe,SMB,0.5,647.58,satisfaction_score (+1.45); contract_length_months (+0.73); tenure_days (-0.36)
CUST-00623,North America,SMB,0.5,934.25,satisfaction_score (+1.94); contract_length_months (-0.44); discount_pct (+0.39)
CUST-02740,Latin America,Mid-Market,0.5,1562.96,satisfaction_score (+1.86); contract_length_months (-0.28); late_payments_last_year (-0.13)
CUST-01931,Latin America,SMB,0.499,382.43,support_tickets_last_year (+1.14); satisfaction_score (-0.76); contract_length_months (+0.50)
CUST-02563,APAC,SMB,0.498,604.91,tenure_days (+0.84); contract_length_months (+0.73); satisfaction_score (-0.45)
CUST-01384,Latin America,SMB,0.498,3955.46,contract_length_months (+0.76); tenure_days (+0.75); satisfaction_score (-0.30)
CUST-03368,APAC,SMB,0.498,2077.08,satisfaction_score (+1.50); contract_length_months (-0.39); tenure_days (+0.36)
CUST-03051,Europe,SMB,0.497,926.06,support_tickets_last_year (+0.96); satisfaction_score (-0.92); tenure_days (+0.49)
CUST-03096,APAC,Mid-Market,0.497,611.1,tenure_days (+1.00); contract_length_months (+0.70); satisfaction_score (-0.36)
CUST-01913,North America,SMB,0.497,741.77,support_tickets_last_year (+1.48); tenure_days (+0.67); contract_length_months (-0.33)
CUST-03539,Latin America,SMB,0.496,1940.86,tenure_days (+0.84); contract_length_months (+0.80); satisfaction_score (-0.33)
CUST-01686,North America,Mid-Market,0.495,1373.61,contract_length_months (+0.68); discount_pct (+0.47); satisfaction_score (-0.34)
CUST-02538,Latin America,SMB,0.495,856.6,tenure_days (+0.83); contract_length_months (+0.78); satisfaction_score (-0.34)
CUST-02002,Latin America,SMB,0.494,1856.56,satisfaction_score (+1.24); contract_length_months (+0.47); tenure_days (-0.32)
CUST-02252,Europe,Mid-Market,0.493,958.32,tenure_days (+0.79); contract_length_months (+0.75); satisfaction_score (-0.26)
CUST-01400,Latin America,Mid-Market,0.492,1386.26,late_payments_last_year (+1.28); tenure_days (+1.07); satisfaction_score (-0.45)
CUST-03431,North America,Enterprise,0.492,101.95,orders_last_year (+1.19); segment_Enterprise (-0.51); satisfaction_score (-0.45)
CUST-03379,North America,Mid-Market,0.492,773.28,satisfaction_score (+1.57); tenure_days (-0.52); contract_length_months (-0.29)
CUST-01493,APAC,SMB,0.491,1140.98,contract_length_months (+0.76); tenure_days (+0.73); discount_pct (+0.29)
CUST-03502,North America,Mid-Market,0.491,722.04,satisfaction_score (+1.78); tenure_days (-0.63); contract_length_months (-0.48)
CUST-03343,Europe,Mid-Market,0.49,1431.93,satisfaction_score (+1.55); contract_length_months (-0.52); tenure_days (+0.26)
CUST-00295,Europe,Mid-Market,0.488,57.41,orders_last_year (+1.05); contract_length_months (+0.46); avg_order_value (+0.30)
CUST-01975,APAC,SMB,0.488,974.99,satisfaction_score (+1.68); tenure_days (+0.40); contract_length_months (-0.38)
CUST-02498,North America,SMB,0.487,1991.04,contract_length_months (+0.70); tenure_days (+0.65); satisfaction_score (+0.20)
CUST-00468,North America,Mid-Market,0.487,1416.0,support_tickets_last_year (+1.87); contract_length_months (-0.41); tenure_days (-0.38)
CUST-01974,Latin America,Mid-Market,0.486,1251.85,late_payments_last_year (+0.92); contract_length_months (+0.62); satisfaction_score (-0.39)
CUST-01714,Europe,Mid-Market,0.485,421.85,late_payments_last_year (+1.14); contract_length_months (+0.53); tenure_days (-0.51)
CUST-03267,APAC,Mid-Market,0.485,1137.96,contract_length_months (+0.65); tenure_days (+0.58); satisfaction_score (-0.33)
CUST-03348,Latin America,SMB,0.485,1032.85,satisfaction_score (+1.55); tenure_days (+0.54); contract_length_months (-0.37)
CUST-02364,APAC,Enterprise,0.484,995.8,satisfaction_score (+1.89); contract_length_months (-0.45); avg_order_value (+0.19)
CUST-02256,APAC,SMB,0.484,457.45,late_payments_last_year (+1.44); contract_length_months (-0.46); avg_order_value (+0.33)
CUST-03183,North America,SMB,0.483,275.99,tenure_days (+1.01); avg_order_value (+0.61); contract_length_months (-0.52)
CUST-01813,APAC,SMB,0.483,1032.22,satisfaction_score (+1.21); contract_length_months (+0.61); tenure_days (-0.52)
CUST-03632,North America,SMB,0.482,207.62,satisfaction_score (+1.32); contract_length_months (+0.72); tenure_days (-0.39)
CUST-00949,North America,SMB,0.481,1135.87,tenure_days (+0.69); contract_length_months (+0.67); satisfaction_score (-0.33)
CUST-03352,APAC,SMB,0.481,449.5,tenure_days (+1.06); avg_order_value (+0.38); discount_pct (+0.37)
CUST-03944,North America,Mid-Market,0.481,489.27,late_payments_last_year (+1.28); satisfaction_score (-0.36); contract_length_months (-0.31)
CUST-02928,Europe,Mid-Market,0.481,759.1,satisfaction_score (+1.30); contract_length_months (+0.71); tenure_days (-0.52)
CUST-00998,North America,SMB,0.481,642.24,tenure_days (+0.88); satisfaction_score (-0.73); contract_length_months (+0.64)
CUST-02079,APAC,SMB,0.48,748.47,contract_length_months (+0.67); satisfaction_score (-0.64); support_tickets_last_year (+0.27)
CUST-02820,North America,SMB,0.479,870.29,tenure_days (+0.95); satisfaction_score (-0.78); contract_length_months (+0.72)
CUST-03493,Europe,Mid-Market,0.479,445.78,contract_length_months (+0.56); tenure_days (+0.47); satisfaction_score (-0.35)
CUST-01222,Europe,SMB,0.479,264.57,tenure_days (+0.75); contract_length_months (+0.69); orders_last_year (-0.26)
CUST-03192,North America,SMB,0.479,455.44,contract_length_months (+0.63); tenure_days (+0.61); satisfaction_score (-0.29)
CUST-02482,Europe,SMB,0.477,5300.35,satisfaction_score (+1.49); avg_order_value (-0.27); tenure_days (+0.19)
CUST-02992,Latin America,SMB,0.477,689.69,satisfaction_score (+1.49); tenure_days (+0.27); late_payments_last_year (-0.20)
CUST-02681,Latin America,Mid-Market,0.477,385.24,late_payments_last_year (+1.30); tenure_days (+0.99); satisfaction_score (-0.61)
CUST-02665,Latin America,Mid-Market,0.477,544.58,tenure_days (+0.80); contract_length_months (+0.78); satisfaction_score (-0.46)
CUST-00792,Latin America,Mid-Market,0.477,739.57,tenure_days (+1.21); contract_length_months (+0.75); satisfaction_score (-0.39)
CUST-02290,Latin America,SMB,0.477,805.38,satisfaction_score (+1.55); tenure_days (+0.83); contract_length_months (-0.68)
CUST-03214,APAC,Mid-Market,0.475,330.9,satisfaction_score (+1.73); contract_length_months (-0.33); tenure_days (-0.32)
CUST-01164,Europe,Mid-Market,0.475,1818.78,late_payments_last_year (+1.34); contract_length_months (-0.49); orders_last_year (+0.44)
CUST-00228,North America,Mid-Market,0.474,477.98,late_payments_last_year (+0.97); contract_length_months (+0.70); satisfaction_score (-0.48)
CUST-02874,Latin America,Enterprise,0.474,1272.11,satisfaction_score (+2.27); contract_length_months (-0.49); tenure_days (-0.23)
CUST-01955,North America,SMB,0.473,844.76,satisfaction_score (+1.78); contract_length_months (-0.64); avg_order_value (+0.51)
CUST-00838,APAC,SMB,0.473,856.87,late_payments_last_year (+0.92); contract_length_months (-0.79); satisfaction_score (+0.79)
CUST-02186,Latin America,Enterprise,0.472,567.38,support_tickets_last_year (+1.32); tenure_days (+0.82); discount_pct (+0.30)
CUST-00392,Europe,SMB,0.472,773.38,contract_length_months (+0.72); satisfaction_score (-0.62); tenure_days (+0.59)
CUST-01235,APAC,SMB,0.472,134.09,late_payments_last_year (+1.43); tenure_days (-0.69); avg_order_value (+0.44)
CUST-01321,APAC,Mid-Market,0.472,643.77,satisfaction_score (+1.85); contract_length_months (-0.56); tenure_days (-0.20)
CUST-00165,APAC,Mid-Market,0.472,1059.82,tenure_days (+0.64); contract_length_months (+0.61); satisfaction_score (-0.36)
CUST-03004,APAC,Enterprise,0.472,452.78,late_payments_last_year (+0.90); segment_Enterprise (-0.76); tenure_days (+0.63)
CUST-02446,North America,SMB,0.47,408.89,late_payments_last_year (+1.15); tenure_days (+0.65); satisfaction_score (-0.40)
CUST-03922,APAC,SMB,0.47,797.03,contract_length_months (+0.62); satisfaction_score (-0.61); tenure_days (+0.58)
CUST-02592,APAC,SMB,0.469,1640.82,satisfaction_score (+1.49); tenure_days (+0.41); contract_length_months (-0.38)
CUST-02245,North America,SMB,0.469,1000.93,satisfaction_score (+1.60); contract_length_months (-0.66); tenure_days (+0.26)
CUST-03064,APAC,Enterprise,0.469,275.19,avg_order_value (+0.58); tenure_days (+0.52); satisfaction_score (-0.48)
CUST-01878,APAC,SMB,0.468,1322.54,satisfaction_score (+1.39); tenure_days (+0.47); contract_length_months (-0.31)
CUST-00687,Europe,SMB,0.468,393.25,tenure_days (+1.25); contract_length_months (-0.30); satisfaction_score (-0.27)
CUST-00563,Europe,SMB,0.468,836.75,contract_length_months (+0.60); tenure_days (+0.54); satisfaction_score (-0.28)
CUST-03585,Europe,SMB,0.468,985.29,tenure_days (+0.91); contract_length_months (+0.71); satisfaction_score (-0.62)
CUST-01682,APAC,Mid-Market,0.467,583.83,tenure_days (+0.73); avg_order_value (+0.57); contract_length_months (-0.38)
CUST-01239,Europe,Mid-Market,0.466,849.57,satisfaction_score (+1.75); contract_length_months (-0.59); tenure_days (+0.23)
CUST-03667,North America,SMB,0.466,853.42,satisfaction_score (+1.67); contract_length_months (-0.31); tenure_days (+0.21)
CUST-01837,APAC,SMB,0.466,130.14,orders_last_year (+1.28); contract_length_months (-0.36); avg_order_value (-0.32)
CUST-03981,APAC,SMB,0.465,679.47,tenure_days (+0.85); contract_length_months (+0.70); satisfaction_score (-0.41)
CUST-03761,Europe,SMB,0.464,1234.77,contract_length_months (+0.86); satisfaction_score (-0.52); avg_order_value (+0.40)
CUST-00987,Europe,Mid-Market,0.463,700.1,support_tickets_last_year (+1.38); satisfaction_score (-0.91); contract_length_months (+0.71)
CUST-00204,North America,SMB,0.463,868.35,contract_length_months (+0.73); tenure_days (+0.55); satisfaction_score (-0.29)
CUST-01683,Europe,Mid-Market,0.462,806.72,contract_length_months (+0.70); tenure_days (+0.43); satisfaction_score (-0.30)
CUST-01565,Europe,SMB,0.462,465.0,contract_length_months (+0.80); satisfaction_score (-0.66); discount_pct (+0.22)
CUST-01483,Europe,Enterprise,0.461,418.99,support_tickets_last_year (+1.96); contract_length_months (-0.48); tenure_days (-0.33)
CUST-01789,North America,SMB,0.46,891.95,satisfaction_score (+1.96); tenure_days (-0.72); contract_length_months (-0.38)
CUST-01767,APAC,SMB,0.46,117.38,orders_last_year (+0.73); satisfaction_score (-0.67); contract_length_months (+0.67)
CUST-01492,Europe,SMB,0.46,257.74,satisfaction_score (+1.22); contract_length_months (-0.68); tenure_days (+0.62)
CUST-02090,Europe,SMB,0.458,310.77,satisfaction_score (+1.69); contract_length_months (-0.32); avg_order_value (-0.25)
CUST-00660,Latin America,SMB,0.458,580.66,satisfaction_score (+1.25); late_payments_last_year (+0.66); contract_length_months (-0.56)
CUST-01984,North America,SMB,0.458,625.03,late_payments_last_year (+0.62); contract_length_months (+0.50); tenure_days (+0.38)
CUST-03011,North America,SMB,0.457,1217.68,contract_length_months (+0.68); tenure_days (+0.44); satisfaction_score (-0.27)
CUST-03989,Latin America,Mid-Market,0.456,1637.99,satisfaction_score (+2.08); tenure_days (-0.74); contract_length_months (-0.36)
CUST-02151,Europe,Mid-Market,0.456,1211.72,satisfaction_score (+1.40); contract_length_months (+0.65); tenure_days (-0.36)
CUST-01511,APAC,SMB,0.456,2247.53,satisfaction_score (+1.93); tenure_days (-0.33); contract_length_months (-0.32)
CUST-01605,APAC,Mid-Market,0.454,456.41,tenure_days (+0.79); discount_pct (+0.44); satisfaction_score (-0.23)
CUST-01908,Europe,SMB,0.453,370.87,satisfaction_score (+0.98); tenure_days (+0.74); contract_length_months (-0.33)
CUST-02327,Europe,SMB,0.453,1015.74,satisfaction_score (+1.70); contract_length_months (-0.59); tenure_days (+0.30)
CUST-02332,North America,SMB,0.453,289.24,satisfaction_score (+1.47); tenure_days (-0.55); contract_length_months (-0.29)
CUST-02216,APAC,SMB,0.451,401.23,satisfaction_score (+1.69); tenure_days (-0.42); contract_length_months (-0.33)
CUST-01801,North America,Mid-Market,0.451,1128.5,contract_length_months (+0.76); tenure_days (+0.66); satisfaction_score (-0.26)
CUST-02553,APAC,SMB,0.449,1178.84,contract_length_months (+0.71); tenure_days (+0.64); avg_order_value (-0.37)
CUST-03057,APAC,SMB,0.449,1337.48,tenure_days (+0.60); contract_length_months (+0.56); late_payments_last_year (+0.47)
CUST-02233,Europe,Mid-Market,0.449,907.16,contract_length_months (+0.65); satisfaction_score (-0.30); discount_pct (+0.27)
CUST-00966,Europe,SMB,0.449,777.81,contract_length_months (+0.67); tenure_days (+0.38); discount_pct (+0.17)
CUST-01746,North America,Mid-Market,0.448,216.1,satisfaction_score (+1.46); contract_length_months (-0.32); discount_pct (-0.30)
CUST-01114,North America,Mid-Market,0.448,1369.04,contract_length_months (+0.79); tenure_days (+0.78); satisfaction_score (-0.61)
CUST-02534,APAC,Mid-Market,0.447,1113.0,satisfaction_score (+1.57); tenure_days (-0.59); avg_order_value (+0.49)
CUST-01533,Europe,Mid-Market,0.445,686.82,satisfaction_score (+1.65); tenure_days (-0.98); contract_length_months (+0.61)
CUST-03434,APAC,Mid-Market,0.444,553.25,satisfaction_score (+1.53); tenure_days (-1.09); contract_length_months (+0.63)
CUST-03925,North America,Mid-Market,0.444,1143.3,tenure_days (+0.81); contract_length_months (+0.76); satisfaction_score (-0.27)
CUST-01989,North America,Enterprise,0.443,1139.52,satisfaction_score (+1.87); tenure_days (-0.87); avg_order_value (+0.57)
CUST-03374,APAC,Mid-Market,0.443,502.83,contract_length_months (+0.73); satisfaction_score (-0.25); orders_last_year (+0.18)
CUST-01576,Latin America,SMB,0.442,894.29,satisfaction_score (+1.36); contract_length_months (+0.66); tenure_days (-0.62)
CUST-01815,Europe,SMB,0.442,215.41,late_payments_last_year (+1.05); satisfaction_score (-0.80); contract_length_months (+0.48)
CUST-01457,Latin America,Mid-Market,0.442,1275.13,tenure_days (+0.73); contract_length_months (+0.67); satisfaction_score (-0.27)
CUST-01915,Latin America,SMB,0.441,788.48,satisfaction_score (+1.31); contract_length_months (+0.66); tenure_days (-0.63)
CUST-02907,North America,SMB,0.441,777.57,satisfaction_score (+1.28); contract_length_months (-0.35); discount_pct (+0.25)
CUST-02280,APAC,SMB,0.44,1092.39,satisfaction_score (+1.68); contract_length_months (-0.29); tenure_days (-0.19)
CUST-03885,North America,SMB,0.44,1708.64,contract_length_months (+0.85); tenure_days (+0.77); satisfaction_score (-0.53)
CUST-02996,Latin America,SMB,0.44,1465.19,satisfaction_score (+1.59); contract_length_months (-0.35); tenure_days (+0.25)
CUST-03249,North America,SMB,0.439,2159.92,satisfaction_score (-0.93); tenure_days (+0.76); contract_length_months (+0.74)
CUST-03291,North America,SMB,0.438,1373.78,contract_length_months (+0.72); tenure_days (+0.52); satisfaction_score (-0.47)
CUST-02399,Latin America,SMB,0.438,254.3,avg_order_value (+0.72); satisfaction_score (+0.63); tenure_days (-0.44)
CUST-03538,Europe,SMB,0.438,733.17,support_tickets_last_year (+1.20); contract_length_months (-0.63); tenure_days (+0.50)
CUST-00373,APAC,SMB,0.438,437.76,satisfaction_score (+1.65); contract_length_months (-0.29); discount_pct (+0.29)
CUST-02804,North America,Mid-Market,0.437,450.16,satisfaction_score (+1.35); contract_length_months (-0.55); avg_order_value (+0.32)
CUST-03655,Europe,SMB,0.437,290.58,satisfaction_score (+1.32); tenure_days (+0.47); contract_length_months (-0.35)
CUST-00376,Latin America,SMB,0.437,528.9,tenure_days (+0.79); contract_length_months (+0.64); satisfaction_score (-0.23)
CUST-01496,Europe,SMB,0.437,673.82,satisfaction_score (+1.53); contract_length_months (-0.32); avg_order_value (+0.21)
CUST-01080,North America,Mid-Market,0.435,972.39,satisfaction_score (-0.79); tenure_days (+0.78); contract_length_months (+0.77)
CUST-03058,North America,SMB,0.434,618.87,contract_length_months (+0.69); tenure_days (+0.51); satisfaction_score (-0.27)
CUST-03287,North America,SMB,0.433,285.91,support_tickets_last_year (+1.31); satisfaction_score (-0.99); tenure_days (+0.63)
CUST-00155,North America,SMB,0.432,562.85,tenure_days (+0.90); satisfaction_score (-0.72); contract_length_months (+0.70)
CUST-00617,APAC,SMB,0.431,498.19,late_payments_last_year (+1.17); avg_order_value (+0.41); satisfaction_score (-0.34)
CUST-03119,Latin America,SMB,0.431,1236.38,late_payments_last_year (+0.88); contract_length_months (+0.62); discount_pct (+0.50)
CUST-00539,North America,Mid-Market,0.431,273.82,satisfaction_score (+1.39); tenure_days (-0.51); avg_order_value (+0.40)
CUST-02270,APAC,Mid-Market,0.431,1529.65,tenure_days (+0.93); contract_length_months (+0.76); satisfaction_score (-0.45)
CUST-03031,North America,SMB,0.43,1640.55,contract_length_months (+0.74); tenure_days (+0.61); satisfaction_score (-0.38)
CUST-02330,APAC,Mid-Market,0.429,1470.48,contract_length_months (+0.61); tenure_days (+0.56); satisfaction_score (-0.37)
CUST-01575,Europe,SMB,0.429,1938.37,contract_length_months (+0.75); tenure_days (+0.68); satisfaction_score (-0.46)
CUST-00885,Latin America,SMB,0.426,380.19,satisfaction_score (+1.44); contract_length_months (-0.31); orders_last_year (+0.11)
CUST-03882,Europe,SMB,0.425,181.03,contract_length_months (+0.57); tenure_days (+0.41); satisfaction_score (-0.21)
CUST-02712,Europe,Mid-Market,0.425,673.28,contract_length_months (+0.62); discount_pct (+0.47); satisfaction_score (-0.41)
CUST-03517,North America,SMB,0.425,684.15,contract_length_months (+0.61); tenure_days (+0.56); satisfaction_score (-0.44)
CUST-00947,Europe,SMB,0.425,1015.5,satisfaction_score (+1.17); contract_length_months (-0.30); avg_order_value (+0.27)
CUST-02753,Latin America,SMB,0.425,752.47,tenure_days (+1.11); satisfaction_score (-0.20); discount_pct (+0.16)
CUST-00538,APAC,SMB,0.423,953.66,satisfaction_score (+1.63); contract_length_months (-0.48); tenure_days (-0.29)
CUST-00977,North America,Enterprise,0.422,766.17,satisfaction_score (+1.70); segment_Enterprise (-0.35); orders_last_year (+0.12)
CUST-02367,North America,Mid-Market,0.422,357.73,contract_length_months (+0.75); tenure_days (-0.60); avg_order_value (+0.52)
CUST-02354,Latin America,Mid-Market,0.421,306.52,tenure_days (+0.76); avg_order_value (+0.71); contract_length_months (-0.50)
CUST-01472,Latin America,SMB,0.42,1432.79,contract_length_months (+0.68); tenure_days (+0.63); avg_order_value (+0.21)
CUST-03838,North America,Mid-Market,0.419,332.17,satisfaction_score (+0.90); contract_length_months (+0.60); tenure_days (-0.50)
CUST-02981,North America,Mid-Market,0.418,446.94,contract_length_months (+0.67); tenure_days (+0.48); satisfaction_score (-0.40)
CUST-03807,APAC,SMB,0.418,1238.8,contract_length_months (+0.71); tenure_days (+0.70); avg_order_value (-0.64)
CUST-03772,APAC,SMB,0.416,810.06,satisfaction_score (+1.28); tenure_days (+0.71); contract_length_months (-0.42)
CUST-01569,Europe,SMB,0.416,858.97,contract_length_months (+0.70); tenure_days (+0.59); satisfaction_score (-0.53)
CUST-03639,Europe,SMB,0.416,1884.68,contract_length_months (+0.66); satisfaction_score (-0.42); tenure_days (+0.30)
CUST-00832,Latin America,SMB,0.416,767.94,discount_pct (+0.39); avg_order_value (+0.39); orders_last_year (+0.39)
CUST-02444,Latin America,SMB,0.415,462.05,late_payments_last_year (+0.99); satisfaction_score (-0.51); contract_length_months (+0.49)
CUST-01922,Europe,SMB,0.414,1708.72,tenure_days (+0.80); contract_length_months (+0.69); satisfaction_score (-0.41)
CUST-03893,North America,Mid-Market,0.413,1226.74,contract_length_months (+0.67); tenure_days (+0.54); satisfaction_score (-0.50)
CUST-01549,North America,SMB,0.413,704.59,satisfaction_score (+0.62); tenure_days (-0.49); discount_pct (+0.37)
CUST-03943,Latin America,SMB,0.413,2233.55,tenure_days (+1.43); contract_length_months (-0.45); discount_pct (+0.30)
CUST-02557,Latin America,Mid-Market,0.413,295.76,tenure_days (+1.10); contract_length_months (-0.61); avg_order_value (+0.43)
CUST-03136,Latin America,Mid-Market,0.413,256.63,tenure_days (+1.17); contract_length_months (-0.52); avg_order_value (+0.47)
CUST-01048,APAC,SMB,0.412,757.02,satisfaction_score (+2.16); discount_pct (-0.48); contract_length_months (-0.41)
CUST-02822,Latin America,SMB,0.412,238.77,satisfaction_score (+1.22); tenure_days (+0.36); contract_length_months (-0.29)
CUST-01870,Europe,SMB,0.411,2657.65,satisfaction_score (+1.57); contract_length_months (+0.50); tenure_days (-0.47)
CUST-02566,APAC,SMB,0.411,1834.83,satisfaction_score (+1.43); tenure_days (-0.58); discount_pct (+0.48)
CUST-00296,Europe,Enterprise,0.41,1052.83,satisfaction_score (+1.97); contract_length_months (-0.49); tenure_days (-0.38)
CUST-02128,North America,SMB,0.41,1691.73,satisfaction_score (+1.71); late_payments_last_year (+0.54); tenure_days (-0.39)
CUST-03443,North America,Mid-Market,0.41,469.63,satisfaction_score (-0.82); contract_length_months (+0.78); tenure_days (+0.63)
CUST-03327,Europe,SMB,0.408,296.48,contract_length_months (+0.64); satisfaction_score (-0.59); discount_pct (+0.43)
CUST-03613,North America,Enterprise,0.407,76.08,satisfaction_score (+1.27); contract_length_months (+0.59); segment_Enterprise (-0.48)
CUST-01778,North America,SMB,0.407,321.26,contract_length_months (+0.77); late_payments_last_year (-0.12); support_tickets_last_year (-0.11)
CUST-01944,North America,Enterprise,0.406,530.63,satisfaction_score (+1.20); contract_length_months (+0.86); tenure_days (-0.70)
CUST-02620,Europe,Mid-Market,0.406,2483.01,contract_length_months (+0.61); tenure_days (+0.54); satisfaction_score (-0.45)
CUST-02386,Europe,Mid-Market,0.406,778.5,tenure_days (+0.81); satisfaction_score (-0.81); contract_length_months (+0.71)
CUST-02212,APAC,SMB,0.405,404.45,contract_length_months (+0.90); tenure_days (+0.72); satisfaction_score (-0.61)
CUST-03958,North America,Mid-Market,0.405,472.38,satisfaction_score (+0.47); orders_last_year (+0.33); avg_order_value (+0.19)
CUST-03608,North America,Enterprise,0.404,574.11,late_payments_last_year (+1.15); tenure_days (+0.43); contract_length_months (-0.41)
CUST-03263,Latin America,SMB,0.403,865.32,satisfaction_score (+1.85); tenure_days (-0.68); contract_length_months (-0.31)
CUST-00293,Europe,Mid-Market,0.403,2331.35,tenure_days (+0.87); avg_order_value (+0.47); satisfaction_score (-0.22)
CUST-03612,North America,Mid-Market,0.403,416.81,satisfaction_score (+1.74); contract_length_months (-0.36); tenure_days (-0.30)
CUST-00386,Europe,SMB,0.403,391.86,satisfaction_score (+1.75); contract_length_months (-0.38); tenure_days (-0.32)
CUST-00102,APAC,Mid-Market,0.402,1654.35,contract_length_months (+0.64); tenure_days (+0.60); satisfaction_score (-0.55)
CUST-03423,Latin America,Mid-Market,0.402,589.99,avg_order_value (+0.86); tenure_days (+0.74); contract_length_months (-0.35)
CUST-03842,Latin America,SMB,0.401,349.63,contract_length_months (+0.64); tenure_days (+0.51); discount_pct (+0.37)
CUST-02989,Europe,SMB,0.401,609.99,satisfaction_score (+1.63); tenure_days (-0.61); avg_order_value (+0.52)
CUST-03860,Europe,SMB,0.401,589.32,satisfaction_score (+1.37); contract_length_months (-0.56); discount_pct (+0.38)
CUST-00378,Europe,Mid-Market,0.4,672.72,satisfaction_score (+1.01); contract_length_months (+0.60); discount_pct (-0.51)
CUST-01877,Europe,SMB,0.4,1303.72,satisfaction_score (+1.73); tenure_days (-0.42); contract_length_months (-0.32)
CUST-00857,North America,Mid-Market,0.399,981.1,contract_length_months (+0.78); tenure_days (+0.75); satisfaction_score (-0.42)
CUST-02244,North America,SMB,0.399,283.07,satisfaction_score (+1.51); contract_length_months (-0.31); discount_pct (-0.21)
CUST-00655,APAC,SMB,0.399,207.93,orders_last_year (+0.73); contract_length_months (+0.50); satisfaction_score (-0.37)
CUST-02685,Latin America,SMB,0.399,1039.25,satisfaction_score (+2.09); tenure_days (-0.63); contract_length_months (-0.61)
CUST-01069,North America,SMB,0.398,491.33,satisfaction_score (+1.36); tenure_days (+0.63); avg_order_value (-0.36)
CUST-02345,Europe,Mid-Market,0.398,241.5,tenure_days (-0.74); contract_length_months (+0.59); avg_order_value (+0.56)
CUST-00400,APAC,SMB,0.398,853.77,contract_length_months (+0.70); avg_order_value (+0.17); satisfaction_score (-0.16)
CUST-02213,Latin America,SMB,0.397,473.17,tenure_days (+1.25); contract_length_months (-0.34); satisfaction_score (-0.16)
CUST-03804,APAC,SMB,0.397,337.05,satisfaction_score (+1.05); tenure_days (+0.44); contract_length_months (-0.35)
CUST-03752,North America,SMB,0.397,881.53,satisfaction_score (+1.33); contract_length_months (-0.67); tenure_days (+0.60)
CUST-01843,North America,Mid-Market,0.397,62.39,tenure_days (+0.97); contract_length_months (+0.64); orders_last_year (-0.38)
CUST-00350,Europe,SMB,0.397,1564.06,satisfaction_score (+1.50); contract_length_months (-0.61); avg_order_value (-0.35)
CUST-00879,Europe,SMB,0.397,848.62,contract_length_months (+0.74); satisfaction_score (-0.25); avg_order_value (+0.18)
CUST-02379,North America,SMB,0.396,1176.82,late_payments_last_year (+1.02); satisfaction_score (-0.59); tenure_days (+0.59)
CUST-00160,North America,Mid-Market,0.396,324.41,tenure_days (+1.03); avg_order_value (+0.51); contract_length_months (-0.36)
CUST-02023,APAC,SMB,0.395,305.3,satisfaction_score (+1.27); contract_length_months (-0.43); discount_pct (+0.23)
CUST-03364,North America,SMB,0.395,357.74,satisfaction_score (+1.58); late_payments_last_year (+0.66); contract_length_months (-0.64)
CUST-03988,Latin America,SMB,0.395,589.92,satisfaction_score (+1.58); discount_pct (-1.01); tenure_days (+0.40)
CUST-03816,Latin America,Enterprise,0.395,4240.44,late_payments_last_year (+1.24); segment_Enterprise (-0.49); discount_pct (+0.43)
CUST-02791,APAC,SMB,0.393,1046.64,support_tickets_last_year (+1.66); contract_length_months (-0.59); tenure_days (-0.19)
CUST-00454,APAC,SMB,0.393,1398.79,contract_length_months (+0.66); discount_pct (+0.43); satisfaction_score (-0.35)
CUST-02352,APAC,SMB,0.393,794.26,tenure_days (+0.76); contract_length_months (-0.52); discount_pct (+0.15)
CUST-01218,North America,Enterprise,0.393,1447.37,support_tickets_last_year (+1.26); tenure_days (-0.89); contract_length_months (+0.75)
CUST-02382,Latin America,SMB,0.393,1439.54,support_tickets_last_year (+1.24); tenure_days (+0.92); contract_length_months (-0.61)
CUST-00040,APAC,Mid-Market,0.393,479.75,contract_length_months (+0.60); satisfaction_score (+0.26); avg_order_value (-0.18)
CUST-00768,APAC,SMB,0.393,1070.87,support_tickets_last_year (+1.12); tenure_days (+0.64); satisfaction_score (-0.32)
CUST-01654,Europe,Mid-Market,0.392,582.9,contract_length_months (+0.63); satisfaction_score (-0.32); avg_order_value (+0.25)
CUST-03977,North America,SMB,0.392,1140.39,contract_length_months (+0.58); satisfaction_score (-0.58); tenure_days (+0.49)
CUST-03347,Europe,Mid-Market,0.392,1019.66,satisfaction_score (+1.84); contract_length_months (-0.61); tenure_days (-0.44)
CUST-00889,Latin America,Enterprise,0.391,312.88,tenure_days (+0.96); avg_order_value (+0.56); segment_Enterprise (-0.51)
CUST-01512,Latin America,SMB,0.391,413.63,satisfaction_score (+1.78); tenure_days (-1.19); avg_order_value (+0.33)
CUST-01701,North America,SMB,0.391,339.03,contract_length_months (+0.98); satisfaction_score (-0.54); avg_order_value (+0.41)
